@English@|@Polish@
@jab@|@dźgać, dźgnięcie, szturchać, szturchnięcie@
@jabber@|@bełkot, paplać, trajkotać@
@jabot@|@żabot@
@jacinth@|@hiacynt@
@jack@|@kontakt, lewarek, podnośnik, walet@
@jack-a-dandy@|@dandys, strojniś@
@jackal@|@szakal@
@jackanapes@|@zarozumialec@
@jackass@|@bałwan, osioł@
@jack-boot@|@but rybacki@
@jackdaw@|@kawka@
@jacket@|@kurtka, marynarka, osłona, płaszcz@
@jack-knife@|@scyzoryk@
@jack-o-lantern@|@błędny ognik@
@jack-plane@|@hebel, strug@
@jaconet@|@ceratka, żakonet@
@jade@|@babsko, nefryt, szkapa@
@jaded@|@sterany@
@jag@|@biba, iglica, popijawa, postrzępić, występ@
@jagged@|@postrzępiony, strzępiasty@
@jaguar@|@jaguar@
@jail@|@uwięzić, więzienie@
@Jakobin@|@dominikanin, jakobin@
@jam@|@konfitura, korek, ścisnąć, zablokować, zator@
@jamb@|@ościeże@
@jamboree@|@jamboree, zlot skautów@
@jam-jar@|@słoik (na konfitury)@
@jam-nut@|@przeciwnakrętka@
@jangle@|@brzęczeć, brzęczenie, dzwonić, dzwonienie@
@janitor@|@dozorca, odźwierny, portier@
@January@|@styczeń@
@Japan@|@Japonia@
@Japanese@|@Japończyk, japoński@
@jar@|@kłótnia, słoik, wstrząs, zgrzyt@
@jargon@|@gwara, żargon@
@jasmin(e)@|@jaśmin@
@jasper@|@jaspis@
@jaundice@|@zawiść, żółtaczka@
@jaunt@|@przejażdżka, wycieczka@
@jauntily@|@beztrosko, ochoczo, wesoło, żwawo@
@jaunty@|@beztroski, wesoły@
@javelin@|@oszczep@
@jaw@|@gadać, ględzić, imadła, szczęka@
@jaw-bone@|@kość szczękowa@
@jaw-breaker@|@wyraz trudny do wymówienia@
@jay@|@gaduła, pleciuga, sójka@
@jay-walker@|@nieuważny przechodzień@
@jazz@|@jazz, muzyka jazzowa@
@jealous@|@zawistny, zazdrosny@
@jealousy@|@zawisć, zazdrość@
@jean@|@drelich, dżinsy@
@jeep@|@dżip, łazik@
@jeer@|@drwina, kpina, szydrestwo, wyśmiać@
@jejune@|@jałowy, nieciekawy, nieurodzajny, nudny@
@jelly@|@galaretka, kisiel@
@jelly-fish@|@meduza@
@jemmy@|@łom@
@jenny@|@oślica@
@jeopardize@|@narazić na niebezpiecześńtwo@
@jeopardy@|@niebespieczeństwo@
@jeremiad@|@jeremiada@
@jerk@|@odruch, targnięcie@
@jerky@|@nagły, nierówny@
@jerry can@|@kanister@
@jerry-building@|@tandetne budownictwo@
@jerry-built@|@tandetnie zbudowany@
@jersey@|@sweter@
@jessamine@|@jaśmin@
@jest@|@dowcip, żart@
@jester@|@błazen, żartowniś@
@Jesuit@|@jezuita@
@Jesuitic(al)@|@jezuicki@
@jet@|@gagat, odrzutowiec, rozpylacz, wytrysk@
@jet-black@|@czarny jak smoła@
@jet-propelled@|@odrzutowy@
@jetsam@|@towar wyrzucony za burtę@
@jettison@|@wyrzucenie towaru za burtę@
@jetty@|@falochron, molo, nadbrzeże@
@Jew@|@Żyd@
@jewel@|@klejnot@
@jewel(le)ry@|@biżuteria, klejnoty@
@jeweller@|@jubiler@
@Jewess@|@Żydówka@
@Jewish@|@żydowski@
@Jewry@|@getto, Żydzi@
@jew's-harp@|@drumla@
@Jezebel@|@nierządnica@
@jib@|@kliwer, opierać się, wysięgnik@
@jib-boom@|@sztenga dziobruka@
@jibe@|@drwina, kpić, kpina@
@jiffy@|@chwilka, moment@
@jig@|@tańćzyć@
@jigsaw@|@laubzega, wyrzynarka@
@jilt@|@kokietka, uwodzicielka@
@Jim Crow@|@Murzyn@
@jingle@|@brzęk, dzwonić, dźwięcznie@
@jingo@|@szowinista@
@jingoism@|@szowinizm@
@jinricksha@|@riksza@
@jinrikicha@|@riksza@
@jitney@|@moneta pięciocentowa (US)@
@job@|@dźgnięcie, praca, robota, robota, ukłucie, zadanie@
@jobber@|@makler, pośrednik@
@jobbery@|@machinacje, szachrajstwo@
@jockey@|@okpić, oszukać@
@jocose@|@dowcipkujący, wesoły@
@jocularity@|@żartobliwość@
@joculary@|@żartobliwy@
@jocund@|@pogodny, wesoły@
@jocundity@|@pogodne usposobienie, wesołość@
@jodhpurs@|@bryczesy@
@jog@|@szturchnięcie, trącać@
@joggle@|@potrząsanie, wpust, wstrząsać@
@jog-trot@|@trucht, wolny kłus@
@johnny@|@facet, frant@
@join@|@połaczenie, połączyć, przyłaczyć, spojenie@
@joiner@|@stolarz@
@joinery@|@stolarstwo@
@joint@|@połaczenie, styk, wspólny, złącze@
@jointer@|@gładzik, strug@
@joint-stock company@|@towarzystwo akcyjne@
@jointure@|@wdowie dożywocie@
@joist@|@legar@
@joke@|@dowcip, żart@
@joker@|@dowcipniś, joker, żartowniś@
@joking@|@żartobliwy@
@jokingly@|@żartem, żartobliwie@
@jollify@|@zabawić się@
@jollity@|@zabawa@
@jolly@|@bardzo, przyjemny, strasznie, wesoły@
@jolly-boat@|@szalupa@
@jolt@|@szarpnięcie, trząść się, wstrząs@
@jonquil@|@żonkil@
@jorum@|@czara, puchar@
@joss stick@|@kadzidełko@
@jostle@|@potrącać, rozpychać się, szturchnięcie@
@jot@|@odrobina, zapisywać@
@journal@|@dziennik, pamiętnik, żurnal@
@journalism@|@dziwnnikarstwo@
@journalist@|@dziennikarz@
@journey@|@podróż, przejażdżka@
@journeyman@|@czeladnik@
@joust@|@potykać się (w turnieju)@
@jovial@|@jowialny@
@joviality@|@jowialność@
@jowl@|@policzek, szczęka@
@joy@|@radość@
@joyful@|@radosny, uradowany@
@joyless@|@smutny@
@joyous@|@radosny, uradowany@
@joy-ride@|@przejażdżka cudzym samochodem@
@joystick@|@drążek sterowy, joystick@
@jubilant@|@pełen triumfu, uradowany@
@jubilate@|@radować się, triumfować@
@jubilation@|@radowanie, triumfowanie@
@jubilee@|@jubileusz@
@Judaic@|@judejski, żydowski@
@Judaism@|@judaizm@
@judas@|@judasz@
@judge@|@osądzać, sądzić, sędzia, znawca@
@judgement@|@opinia, sąd, sądzenie@
@judicature@|@wymiar sprawiedliwości@
@judicial@|@sądowy, sędziowski@
@judiciary@|@ogół sędziów w kraju@
@judicious@|@rozsądny, rozumny@
@jug@|@dzbanek, garnek, kubek@
@juggins@|@dureń, głupek@
@juggle@|@żonglerka, żonglować@
@juggler@|@kuglarz, oszust@
@Jugoslav@|@Jugosłowianin, jugosłowiański@
@jugular@|@szyjny@
@juice@|@sok@
@juicy@|@soczysty@
@julep@|@ulepek@
@Julian@|@juliański@
@July@|@lipiec@
@jumble@|@mieszanina, pomieszać@
@jumbo@|@kloc, kolos@
@jump@|@skok, wyskok@
@jumper@|@bluza, skoczek@
@jumpy@|@nerwowy@
@junction@|@połączenie, złącze@
@juncture@|@połączenie@
@June@|@czerwiec@
@june bug@|@chrząszcz@
@jungle@|@dżungla, gąszcz@
@jungle fever@|@malaria, zimnica@
@junior@|@junior, młodszy, podwładny@
@juniper@|@jałowiec@
@junk@|@rupieć, złom@
@junket@|@hulanka, legumina, zabawa@
@junta@|@junta, klika, rada@
@Jupiter@|@Jowisz@
@jupiter lamp@|@jupiter@
@Jurassic@|@jurajski@
@juridical@|@jurydyczny, prawniczy@
@jurisconsult@|@prawik@
@jurisdiction@|@jurysdykcja@
@jurisprudence@|@prawoznawstwo@
@jurist@|@jurysta, prawnik@
@juristic(al)@|@naukowo-prawniczy@
@juror@|@juror@
@jury@|@jury, prowizoryczny, przysięgli@
@jury-box@|@ława przysięgłych@
@juryman@|@przysięgły@
@just@|@rzetelny, słuszny, sprawiedliwy, ściśle, tylko@
@justice@|@sprawiedliwość@
@justifiable@|@słuszny@
@justification@|@justowanie, usprawiedliwienie@
@justify@|@justować, usprawiedliwić@
@justness@|@słuszność@
@jut@|@sterczeć, wystająca część, wystawać, występ@
@jute@|@juta@
@juvenescence@|@okres dorastania@
@juvenile@|@małoletni, nieletni, wyrostek@
@juvenility@|@młodzieńczość@
@juxtapose@|@zestawić@
@juxtaposition@|@zestawienie@
@kaftan@|@kaftan arabski@
@kale@|@kapusta włoska@
@kaleidoscope@|@kalejdoskop@
@kangaroo@|@kangur@
@kaolin@|@kaolin@
@kapok@|@kapok@
@kayak@|@kajak@
@kayaker@|@kajakarz@
@keel@|@kil, stępka, wywrócić@
@keelboat@|@kuter rybacki@
@keen@|@cięty, ostry, przenikliwy@
@keen-edged@|@tnący@
@keenness@|@ciętość, ostrość, przenikliwość@
@keep@|@przestrzegać, utrzymywać, zachowywać@
@keeper@|@dozorca, kurator, kustosz, opiekun@
@keeping@|@harmonia, opieka, zgoda@
@keepsake@|@pamiątka, upominek@
@keg@|@beczułka@
@kelt@|@łosoś@
@Keltic@|@celtycki@
@ken@|@zakres, zasięg@
@kennel@|@psia buda, psiarnia, rynsztok, ściek@
@kerb@|@krawężnik@
@kerchief@|@chustka (na głowę)@
@kerf@|@nacięcie, przecięcie@
@kermess@|@kiermasz@
@kermis@|@kiermasz@
@kern(e)@|@chłop, irlandzki żołnierz piechoty@
@kernel@|@jądro, sedno@
@kerosene@|@nafta@
@kestrel@|@pustułka@
@ketch@|@kecz@
@ketchup@|@ketchup@
@kettle@|@imbryk, kociołek@
@kettle-drum@|@kocioł@
@key@|@klucz, kluczowy, wysepka@
@keyboard@|@klawiatura@
@keyhole@|@dziurka od klucza@
@keynote@|@myśl przewodnia, nuta kluczowa@
@key-stone@|@myśl przewodnia, podstawa, zwornik@
@khaki@|@khaki@
@khamsin@|@chamsyn@
@khan@|@chan@
@kibe@|@odmrożenie@
@kick@|@kopać@
@kick-off@|@rozpoczęscie meczu@
@kid@|@dzieciak, koźlę, nabierać, smyk@
@kidnap@|@powrać, uprowadzić@
@kidnapper@|@porywacz@
@kidney@|@nerka@
@kidney-bean@|@fasola@
@kilderkin@|@baryłka@
@kill@|@zabić, zamordować@
@killer@|@morderca, zabójca@
@killing@|@morderczy, śmiertelny, zabójczy@
@killjoy@|@psujący innym zabawę@
@kiln@|@pieco do wypalania@
@kilogram(me)@|@kilogram@
@kilometre@|@kilometr@
@kilowatt@|@kilowat@
@kilt@|@kilt@
@kimono@|@kimono@
@kin@|@krewny, ród, spokrewniony@
@kind@|@gatunek, łagodny, miły, rodzaj, uprzejmy, życzliwy@
@kindergarten@|@przedszkole@
@kind-hearted@|@dobrotliwy, życzliwy@
@kindle@|@rozpalać, zapalić, zapłonąć@
@kindliness@|@dobroć, życzliwość@
@kindling-wood@|@drewno na podpałkę@
@kindly@|@dobrotliwy, łaskawie, uprzejmie, życzliwy@
@kindness@|@dobroć, uprzejmość, życzliwość@
@kindred@|@pokrewieństwo, pokrewny@
@kine@|@bydło@
@kinetic@|@kinetyczny@
@kinetics@|@kinetyka@
@king@|@król@
@kingcraft@|@sztuka panowania@
@kingcup@|@kaczeniec, kaczyniec@
@kingdom@|@królestwo@
@kingfisher@|@zimorodek@
@kinglet@|@królewiątko, mysikrólik@
@kingly@|@królewski@
@king-pin@|@grupa ryba, król@
@king-post@|@wieszak@
@kingship@|@królewskość, panowanie@
@kink@|@bzik, skręt, supeł, węzeł@
@kinsfolk@|@krewni, rodzeństwo@
@kinship@|@pokrewieństwo@
@kinsman@|@krewny@
@kinswoman@|@krewna@
@kiosk@|@kiosk@
@kipper@|@łosoś w okresie tarła, śledź wędzony@
@kirk@|@kościół@
@kiss@|@całować, całus, pocałunek@
@kit@|@cebrzyk, kubeł, plecak, wyposażenie@
@kitchen@|@kuchnia@
@kitchenette@|@kuchenka@
@kite@|@kania, latawiec@
@kith@|@znajomi@
@kitten@|@kociak@
@kitty@|@kiciuś, koteczek@
@kiwi@|@kiwi@
@kleptomania@|@kleptomania@
@kleptomaniac@|@kleptoman@
@knack@|@talent, zręczność@
@knag@|@sęk@
@knaggy@|@sękaty@
@knap@|@potłuc, rozbijać@
@knapsack@|@plecak, tornister@
@knapweed@|@bławatek, chaber@
@knar@|@narośl (na pniu)@
@knave@|@kanalia, łotr, szelma, walet@
@knavery@|@łotrostwo@
@knead@|@gnieść, masować@
@kneading-trough@|@dzieża@
@knee@|@kolano@
@knee-breeches@|@krótkie spodnie@
@knee-cap@|@rzepka kolanowa@
@knee-deep@|@po kolana@
@knee-high@|@sięgający po kolana@
@kneel@|@klęczeć@
@knell@|@dzwonienie po umarłym@
@knicker-bockers@|@krótkie spodnie, pumpy@
@knickers@|@majtki po kolana@
@knick-knack@|@cacko@
@knife@|@nóż@
@knife-grinder@|@szlifierz@
@knight@|@kawaler, rycerz@
@knight-errant@|@błędny rycerz@
@knighthood@|@bractwo rycerskie, rycerstwo, tytuł szlachecki@
@knightly@|@rycerski@
@knit@|@robić na drutach@
@knitter@|@dziewiarz, trykotarz@
@knitting@|@dzianie, trykotarstwo@
@knives@|@noże@
@knob@|@gałka, guz, guzik, wupykłość@
@knobby@|@gałkowaty, guzowaty@
@knock@|@kołatka, stukać, stuknięcie, uderzenie, uderzyć, wybić@
@knock-about@|@błazeński, hałaśliwy@
@knock-down@|@ogłuszający@
@knocker@|@człowiek pukający, kołatka@
@knock-out@|@nokaut, nokautowy@
@knoll@|@kopiec, pagórek@
@knot@|@sęk, supeł, trudność, węzeł@
@knot-grass@|@rdest ptasi@
@knotty@|@węzłowaty, zawiły@
@know@|@wiedzieć, znać@
@know-how@|@znajomość rzeczy@
@knowing@|@rozumny, wprawny@
@knowingly@|@świadomie, umyślnie@
@knowledge@|@wiedza, znajomość@
@knowledgeable@|@dobrze poinformowany@
@known@|@znany@
@knuckle@|@klykieć, kostka, staw, szturchać@
@knur(r)@|@guz (na pniu drzewa), sęk@
@kodak@|@kodak@
@kohl-rabi@|@kalarepa@
@kolkhoz@|@kołhoz@
@koncentration@|@koncentracja@
@Korean@|@Koreańczyk, koreański@
@kosher@|@koszerny@
@kotow@|@kłanianie się w pas, płaszczenie się@
@koumiss@|@kumys@
@kromesky@|@krokiet@
@krone@|@korona@
@ladies and gentlemen@|@panśtwo@
@lady@|@dama, pani@
@lamp@|@lampa@
@landlord@|@właściciel kamienicy@
@language@|@język@
@lash@|@smagać@
@late@|@późny@
@later@|@póżniej@
@laughter@|@śmiech@
@law@|@prawo@
@law and order@|@praworządność@
@law-abiding@|@prawomyślny, praworządny@
@lawsuit@|@proces sądowy@
@lawyer@|@prawnik@
@lazy@|@leniwy@
@lead@|@ołów, smycz@
@leaflet@|@ulotka@
@leek@|@por@
@leg@|@noga@
@legally valid@|@prawomocny@
@legislation@|@prawodawstwo@
@legislative@|@prawodawczy@
@legislator@|@prawodawca@
@legitimate@|@prawowity@
@lemon@|@cytryna@
@less@|@mniej@
@lesson@|@leckja, lekcja@
@letter@|@list, pismo@
@lettuce@|@sałata@
@liar@|@kłamca@
@licence@|@samowola@
@license@|@koncesja@
@life@|@życie, żywot@
@lift@|@podnosić@
@light@|@światło@
@like@|@podobny@
@likely@|@pewnie, prawdopodobnie@
@linen@|@pościel@
@lips@|@usta@
@listen@|@słuchać@
@little@|@mały@
@little bridge@|@mostek@
@little mug@|@garnuszek@
@live@|@mieszkać@
@live to see@|@doczekać, doczekiwać, dożyć@
@lively@|@fabuła@
@living room@|@pokój dzienny@
@load@|@załadować@
@Lodz@|@Łódź@
@loincloth@|@biodra@
@lok after@|@pilnować@
@London)@|@stolica@
@loner@|@samotnik@
@long@|@długi@
@long johns@|@kalesony@
@long time@|@długo@
@look@|@patrzeć@
@look after@|@upilnować@
@look for@|@szukać@
@look-out (in forest)@|@ambona@
@lorry@|@cieężarówka@
@loss@|@strata@
@lost property office@|@biuro rzeczy znalezionych@
@lot@|@plac@
@loudly@|@głośno, głośny@
@loundry@|@brudna bielizna@
@love@|@kochać, miłość@
@low@|@niski@
@luggage@|@bagaż@
@lump@|@guz@
@lunatic asylum@|@zakład dla obłąkanych@
@lunch@|@posiłek południowy@
@lych law@|@samosąd@
@magazine@|@czasopismo@
@maid@|@panna, służąca@
@mail@|@poczta@
@mainboard@|@płyta główna@
@majority of@|@większość@
@make use of@|@korzystać@
@maker@|@twórca@
@malt@|@słód@
@mammal@|@ssak@
@man@|@człowiek@
@manner@|@sposób@
@many@|@bardzo, dużo, wiele@
@map@|@mapa@
@March@|@marzec@
@mark@|@marka@
@market@|@bazar, rynek@
@maroon@|@bordowy@
@marriage cerificate@|@akt ślubu@
@marsh@|@błoto@
@master@|@władca@
@match@|@zapałka@
@matter@|@rzecz@
@mattress@|@materac@
@May@|@maj@
@meal@|@posiłek@
@means@|@środki@
@meanwhile@|@tymczasem@
@meat@|@mięso@
@meeting@|@zebranie@
@membrane@|@błona@
@memory@|@pamięć@
@mental aberration@|@zaburzenie umysłowe@
@mere thought of sth@|@Na samą myśl o czymś@
@metal strip@|@blaszka@
@Mexico@|@Meksyk@
@micro-wave oven@|@mikrofalówka@
@military@|@wojskowy@
@milk@|@mleko@
@mine@|@moje, mój@
@miner@|@górnik@
@minister@|@minister@
@mirror@|@lustro@
@miser@|@skąpiec@
@miss@|@panna, rozminać się@
@missile@|@rakieta@
@mistake@|@bład, błąd@
@moan@|@jęk@
@modern@|@nowoczesny@
@mole@|@kret, pieprzyk@
@moment@|@chwila@
@money@|@pieniądz@
@month@|@miesiąc@
@mood@|@samopoczucie@
@more@|@bardziej@
@more or less@|@mniej więcej@
@moth@|@ćma@
@mother@|@matka@
@mountain@|@góra, górski, góry@
@mouse@|@mysz@
@moustache@|@wąs@
@move@|@ruszać@
@mucous membrane@|@błona śluzowa@
@mudguard@|@błotnik@
@musician@|@muzyk@
@muzzle@|@kaganiec@
@nab@|@capnąć, przydybać@
@nacre@|@masa perłowa@
@nadir@|@nadir, najniższy poziom@
@nag@|@dokuczać, gderać, kucyk@
@naiad@|@najada, nimfa wodna@
@nail@|@gwóźdź, paznokieć, pazur, szpon, złapać@
@naive@|@naiwny@
@naivete@|@naiwność@
@naivety@|@naiwność@
@naked@|@nagi, obnażony@
@naked person@|@golas@
@nakedness@|@golizna@
@name@|@imię, nazwisko, nazywać@
@name day@|@imieniny@
@name-day@|@imieniny@
@nameless@|@bezimienny, niesłychany, nieznany@
@namely@|@mianowicie@
@namesake@|@imiennik@
@nankeen@|@nankin@
@nanny@|@niania@
@nanny-goat@|@koza@
@nap@|@drzemka, meszek, zdrzemnąć się@
@napalm@|@napalm@
@nape@|@kark@
@napery@|@bielizna stołowa@
@naphtha@|@ropa naftowa@
@naphthaline@|@naftalina@
@napkin@|@serwetka@
@napoleon@|@napoleonka (ciasto)@
@narciouss@|@narcyz@
@narcosis@|@narkoza@
@narcotic@|@narkotyczny, narkotyk@
@narcotize@|@narkotyzować@
@narg(h)ile(h)@|@nargile@
@narrate@|@opowiadać@
@narration@|@opowiadanie@
@narrative@|@gawędziarski@
@narrow@|@ciasny, wąski@
@narrow-minded@|@ograniczony@
@narwhal@|@narwal@
@nasal@|@nosowy@
@nasalize@|@mówić przez nos, nazalizować@
@nascent@|@powstający, rodzący się@
@nasturtium@|@nasturcja@
@nasty@|@groźny, nieprzyjemny, paskudny, wstrętny@
@natal@|@rodzinny@
@natality@|@przyrost naturalny, współczynnik urodzeń@
@natation@|@pływanie@
@nation@|@naród, państwo@
@national@|@narodowy@
@national team@|@kadra narodowa@
@nationalism@|@nacjonalizm@
@nationalist@|@nacjonalista, nacjonalistyczny@
@nationality@|@narodowość, obywatelstwo@
@nationalization@|@nacjonalizacja@
@nationalize@|@nacjonalizować, nadawać obywatelstwo, upaństwawiać@
@native@|@krajowy, miejscowy, ojczysty, rodzimy, tubylczy@
@nativity@|@horoskop, narodzenie@
@natty@|@czysty, schludny, staranny@
@natural@|@dziki, naturalny, pierwotny, wrodzony@
@naturalism@|@naturalizm@
@naturalize@|@aklimatyzować, naturalizować@
@naturally@|@naturalnie@
@nature@|@natura, przyroda, rodzaj, usposobienie@
@naught@|@zero@
@naughty@|@niegrzeczny, nieprzyzwoity@
@nausea@|@mdłości, nudności@
@nauseate@|@dostawać mdłości@
@nauseating@|@obrzydliwy@
@nautical@|@morski, żeglarski@
@naval@|@marynarki wojennej, morski, okrętowy@
@nave@|@nawa@
@navel@|@pępek@
@navel-string@|@pępowina@
@navigable@|@spławny, żeglowny@
@navigate@|@pilotować, sterować, żeglować@
@navigation@|@nawigacja, żegluga@
@navigator@|@nawigator@
@navvy@|@kopacz, robotnik drogowy@
@navy@|@flota, marynarka wojenna@
@nay@|@ba, mało tego, nie, powiem nawet@
@naze@|@cypel, przylądek@
@Nazi@|@hitlerowski, nazista, nazistowski@
@neap@|@mały@
@near@|@bliski, Blisko, okok, opodal, w pobliżu@
@nearby@|@pobliski@
@nearing completion@|@być na ukończeniu@
@nearly@|@Blisko, niemal, prawie, z bliska@
@neat@|@bydło, czysty, schludny, staranny@
@neatness@|@gustowność, porządek, schludność@
@nebula@|@mgławica@
@nebulous@|@mglisty, zamglony@
@necessary@|@konieczny, potrzebny@
@necessitarian@|@determinista@
@necessitate@|@czynić koniecznym, wymagać@
@necessitous@|@w biedzie, w potrzebie@
@necessity@|@konieczność, potrzeba@
@neck@|@kark, kołnierz, szyja@
@neck-cloth@|@krawat@
@necking@|@kolumny, szyjka@
@necklace@|@naszyjnik@
@necklet@|@naszyjnik, wisiorek@
@neck-tie@|@krawat@
@neckwear@|@kołnierzyki, krawaty, szaliki@
@necrology@|@nekrolog@
@necrosis@|@martwica, obumarcie@
@nectar@|@nektar@
@nectarine@|@nektarynka@
@need@|@musieć, potrzeba, potrzebować@
@needful@|@konieczny, niezbędny, potrzebny@
@needle@|@igła@
@needle-case@|@igielnik@
@needless@|@niepotrzebny, zbędny@
@needlewoman@|@szwaczka@
@needle-work@|@robótki@
@needy@|@potrzebujący@
@negation@|@negacja, odmowa, zaprzeczenie@
@negative@|@negatywny, odmowny, przeczący, ujemny@
@neglect@|@zaniedbywać@
@neglectful@|@niedbały, niestaranny@
@neglige@|@negliż, szlafrok@
@negligence@|@lekceważenie, niedbalstwo, zaniedbywanie@
@negligent@|@niedbały, opieszały@
@negligible@|@bez znaczenia, niestotny@
@negotiable@|@sprzedażny@
@negotiate@|@omawiać warunki, pertraktować@
@negotiation@|@pertraktacje, sprzedaż@
@Negress@|@Murzynka@
@Negro@|@Murzyn, murzyński@
@neighbour@|@sąsiad, sąsiadować@
@neighbourhood@|@sąsiedzi, sąsiedztwo@
@neighbouring@|@sąsiadujący, sąsiedni@
@neighbourly@|@przyjazny, życzliwy@
@neight@|@rżenie, zarżeć@
@neither@|@ani jeden ani drugi, też nie, żaden@
@nenuphar@|@lilia wodna, nenufar@
@neolithic@|@neolityczny@
@neologism@|@neologizm@
@neology@|@neologizm@
@neon@|@neon@
@neophyte@|@neofita@
@nephew@|@bratanek, siostrzeniec@
@nephrite@|@nefryt@
@nephritis@|@zapalenie nerek@
@nepotism@|@nepotyzm@
@nerve@|@czelność, nerw, tupet@
@nerveless@|@bez energii, bez sił, blady, mdły, słaby@
@nervine@|@środek uspokajający@
@nervous@|@nerwowy, niespokojny@
@nervy@|@energiczny, niespokojny@
@nescient@|@nieświadomy@
@nest@|@gniazdo, zagnieździć@
@nestle@|@przytulić, skulić się@
@nestling@|@pisklę@
@net@|@netto, sieć@
@nether@|@dolny@
@netting@|@siatka, sieć@
@nettle@|@pokrzywa, sparzyć pokrzywą, zirytować@
@nettle-rash@|@pokrzywka@
@network@|@sieć@
@neuralgia@|@nerwoból, newralgia@
@neurasthenia@|@neurastenia@
@neuritis@|@zapalenie nerwu@
@neurologist@|@neurolog@
@neurology@|@neurologia@
@neurosis@|@nerwica@
@neurotic@|@nerwowo chory@
@neuter@|@bezpłciowy, bezstronny, rodzaju nijakiego@
@neutral@|@bezstronny, neutralny, obojętny@
@neutrality@|@neutralność@
@neutralize@|@neutralizować, zobojętniać@
@neutron@|@neutron@
@never@|@nigdy@
@nevermore@|@nigdy więcej@
@nevertheless@|@niemniej jednak, pomimo tego@
@new@|@nowy@
@newcomer@|@przybysz@
@new-fangled@|@nowomodny, świeżo wprowadzony@
@newly@|@niedawno, ostatnio@
@news@|@aktualności, nowiny, wiadomości@
@news-agent@|@właściciel kiosku z gazetami@
@news-boy@|@gazeciarz@
@newsmonger@|@plotkarz@
@newspaper@|@dziennik, gazeta@
@newsreel@|@kronika filmowa@
@news-room@|@czytelnia czasopism@
@newt@|@traszka, tryton@
@next@|@najbliższy, następnie, następny, potem, sąsiedni@
@next-door@|@najbliższy, sąsiedni@
@nib@|@stalówka@
@nibble@|@ogryzać, skubać@
@nice@|@grzeczny, ladny, miły, przyjemny@
@nice-looking@|@ładny, przystojny@
@nicely@|@grzecznie, przyjemnie, uprzejmie@
@nicety@|@delikatnosć, dokładność, precyzja, subtelność@
@niche@|@nisza, wnęka@
@nick@|@nacięcie, szczerba, zdążyć@
@nickel@|@nikiel, niklować@
@nickname@|@przezwisko, przydomek@
@nicotine@|@nikotyna@
@nictate@|@mrugać@
@nidus@|@gniazdo, siedlisko@
@niece@|@bratanica, siostrzenica@
@niello@|@czarna emalia@
@nigard@|@skąpiec, sknera@
@niggard@|@skąpiec@
@niggardly@|@skąpy@
@nigger@|@Murzyn@
@niggle@|@tracić czas na drobiazgi@
@niggling@|@drobiazgowy@
@night@|@noc, nocny@
@night-club@|@nocny lokal@
@night-dress@|@koszula nocna@
@nightfall@|@zmrok@
@nightgown@|@koszula nocna@
@nightingale@|@słowik@
@nightjar@|@kozodój@
@nightly@|@co noc, nocny, wieczorny@
@nightmare@|@koszmar@
@night-school@|@szkoła wieczorowa@
@night-time@|@nocna pora@
@night-walker@|@lunatyk@
@night-walking@|@somnambulizm@
@nighty@|@dziecinna koszula nocna@
@nihilism@|@nihilizm@
@nihilistic@|@nihilistyczny@
@nil@|@zero@
@nimble@|@lekki, szybki, zwinny, żwawy@
@nimbus@|@chmura deszczowa, nimb@
@niminy-piminy@|@afektowany, sztuczny@
@nincompoop@|@ciamajda, głupiec, małolatek@
@nine@|@dziewięć@
@ninefold@|@dziewięciokrotny@
@ninepins@|@kręgle@
@nineteen@|@dziewiętnaście@
@nineteenth@|@dziewiętnasty@
@ninetieth@|@dziewięćdziesiąty@
@ninety@|@dziewięćdziesiąt@
@ninny@|@ciamajda, fujara, głupiec@
@ninth@|@dziewiąty@
@niobium@|@niob@
@nip@|@łyk, uszczypnąć@
@nipper@|@chłopiec, młodzik, ulicznik@
@nipple@|@pagórek, sutek, wzniesienie@
@nippy@|@mroźny, szczypiący@
@nit@|@gnida@
@niticeable@|@dostrzegalny, godny uwagi, widoczny@
@nitrate@|@azotan@
@nitre@|@saletra@
@nitric@|@azotowy@
@nitrify@|@nitryfikować@
@nitro-compound@|@nitrozwiązek@
@nitrogen@|@azot@
@nitrogenous@|@azotowy@
@nitro-gliycerin(e)@|@nitrogliceryna@
@nitwit@|@bałwan, tuman@
@niviciate@|@nowicjat@
@nix@|@duch wodny, nic, wodnik@
@no@|@nie@
@no later than@|@nie później niż@
@no.@|@nr@
@nob@|@głowa, lepszy gość, pałą@
@nobby@|@elegancki, szykowny@
@nobility@|@arystokracja, szlachetność, szlachta@
@noble@|@imponujący, szlachecki, szlachetny, wielkoduszny@
@nobleman@|@pan wielkiego rodu@
@nobody@|@nikt@
@nocturnal@|@nocny@
@nod@|@kiwnąć głową, kiwnięcie, skinąć głową, skinienie@
@noddle@|@głowa, pałą@
@nodle@|@węzeł@
@nodule@|@guzek, węzełek@
@nodus@|@kolanko, węzeł@
@nog@|@klin, klocek@
@noggin@|@kubek@
@nohow@|@w żaden sposób@
@noise@|@hałas, szum, zakłócenia, zgiełk@
@noiseless@|@bezszmerowy, cichy@
@noisome@|@cuchnący, niezdrowy, szkodliwy, szkodliwy@
@noisy@|@hałaśliwy, krzykliwy@
@nomad@|@koczownik, nomad@
@nomadic@|@koczowniczy, wędrowny@
@nomenculature@|@nomenklatura@
