@English@|@Norwegian@
@roll@|@rull, rulle, rulling, rundstykke, trille, valse@
@roll of paper@|@papirrull@
@roll up@|@rulle sammen@
@roll-call@|@navneopprop@
@roller@|@valse@
@roller skate@|@rulleskøyte@
@rollicking@|@lystig@
@rolling@|@kupert, rullende@
@rolling-pin@|@kjevle@
@Roman@|@romer, romersk@
@romantic@|@romantisk@
@romp@|@boltre seg, tumle@
@roof@|@legge tak, tak@
@roof rack@|@takgrind@
@roof-rack@|@takgrind@
@rook@|@svindler, tårn@
@room@|@bo, plass, rom, værelse@
@rooms@|@bolig@
@roost@|@hønsehus, sitte på vagle, vagle@
@rooster@|@hane@
@root@|@knoll, rot, slå rot@
@root in@|@forankre@
@root out@|@utrydde@
@rooted@|@forankret, rotfestet@
@roots@|@rotfrukter, røtter, stauder@
@rope@|@binde, rep, tau@
@rope ladder@|@taustige@
@rose@|@rose@
@rosehip@|@nype@
@rosemary@|@rosmarin@
@rosy@|@rosenrød@
@rot@|@forråtnelse, råte, råtne, tøv@
@rotate@|@dreie, rotere, veksle@
@rotation@|@omdreining, rotasjon, veksling@
@rotten@|@bedervet, elendig, råtten@
@rough@|@grov, knudret, ru, rå, ujevn@
@roughen@|@gjøre ujevn@
@roughly@|@omtrent@
@roughneck@|@bølle, oljeriggarbeider, råskinn@
@roughness@|@grovhet, råhet@
@round@|@hel, likefrem, rund, runde@
@round off@|@runde av@
@roundabout@|@karusell, rundkjøring@
@rounded@|@avrundet@
@roundtrip@|@rundreise@
@rouse@|@vekke@
@rout@|@jage på flukt, vill flukt@
@route@|@rute@
@routine@|@rutine@
@rove@|@streife omkring, vandre@
@rover@|@vandrer@
@row@|@bråk, rad, rekke, spetakkel@
@rowan@|@rogn@
@rowanberry@|@rognebær@
@rowdy@|@bølle@
@rowdyism@|@rampestreker@
@rower@|@roer@
@rowing-boat@|@robåt@
@row-lock@|@åregaffel@
@royal@|@kongelig@
@royalty@|@kongelighet, kongeverdighet@
@rub@|@gni, gniing, gnisse, skrubbe@
@rub down@|@frottere@
@rub out@|@viske ut@
@rubber@|@gummi, robber, viskelær@
@rubberband@|@gummistrikk@
@rubbish@|@avfall, skrot, sludder, vås@
@rubbish bin@|@søppelbøtte@
@rubbish chute@|@søppelsjakt@
@rubble@|@steinsprut@
@ruby@|@rubin@
@rucksack@|@ryggsekk@
@rudder@|@ror@
@ruddy@|@rødmusset@
@rude@|@grov, rå, udannet, uhøflig@
@rudely@|@frekt, uforskammet@
@rudeness@|@grovhet, uhøflighet@
@ruff@|@trumfe@
@ruffian@|@bølle@
@ruffle@|@buste, kruse, krusning, rynket strimmel, rysj@
@rug@|@pledd, rye, teppe@
@ruin@|@forderve, ruin, ruinere, ø, ødeleggelse@
@ruinous@|@ruinerende, ødeleggende@
@rule@|@bestemmelse, forskrift, herske, lede, regel, regjering, styre@
@rule out@|@utelukke@
@ruler@|@hersker, linjal@
@rum@|@pussig, rom@
@rumble@|@buldre, ramle, rumle, rumling@
@ruminate@|@gruble over, tygge drøv@
@rummage@|@gjennomlete, gjennomleting, ransake@
@rumour@|@rykte@
@rump@|@bakdel, lårstek, rumpe@
@run@|@ferd, flyte, gang, løp, løpe, renn, renne, stikke@
@run down@|@jakte på, kjøre ned, løpe ned, påkjort@
@run dry@|@gå tørr@
@run off@|@flykte, rømme, stikke av@
@run out@|@løpe fra, utløpe@
@run riot@|@løpe løpsk@
@run short@|@slippe opp for@
@runaway@|@flyktning, rømling@
@runner-up@|@annenplass@
@running@|@løpende, rennende, sammenheng@
@running-in@|@innkjøring@
@run-up@|@innspurt, tilløp@
@runway@|@rullebane@
@rupture@|@sprekke@
@rural@|@land-, landlig@
@rush@|@fremstyrting, jag, mas, pågang, tilstrømning@
@rush hour@|@rushtid@
@russia@|@russland@
@russian@|@russer@
@rust@|@rust, ruste@
@rust remover@|@rustfjerner@
@rust stain@|@rustflekk@
@rustic@|@bondsk, enkel, landlig@
@rustle@|@rasle, rasling@
@rust-proof@|@rustbeskyttet@
@rusty@|@rusten@
@rut@|@brunst, hjulspor@
@rutabaga@|@kålrot@
@ruthless@|@hard, ubarmhjertig@
@rye@|@rug@
@sable@|@sobel, sort@
@sabre@|@sabel@
@sack@|@gi avskjed, plyndre, plyndring, pose, sekk@
@sacred@|@hellig@
@sacrifice@|@offer, ofre, ofring@
@sacrilege@|@vanhelligelse@
@sad@|@bedrøvelig, bedrøvet, trist@
@sadden@|@bli bedrøvet, gjøre bedrøvet@
@saddle@|@ridesal, sadel, sale@
@saddle-backed@|@salrygget, svairygget@
@sadness@|@tristhet@
@safe@|@pengeskap, sikker, trygg, uskadet@
@safe and sound@|@i god behold@
@safe-deposit box@|@oppbevaringsboks@
@safeguard@|@beskytte, beskyttelse, vern, verne@
@safety@|@sikkerhet@
@safety razor@|@barberhøvel@
@safety-belt@|@sikkerhetsbelte@
@safety-pin@|@sikkerhetsnål@
@sag@|@fordypning, henge ned, sig, synke@
@sagacious@|@klok, skarpsindig@
@sagacity@|@klokskap, skarpsindighet@
@sage@|@klok, salvie, vis, vismann@
@said@|@sa@
@sail@|@seil, seilas, seile, seilskute@
@sailboard@|@seilbrett@
@sailor@|@matros, sjømann@
@sailplane@|@seilfly@
@saint@|@helgen@
@sake@|@skyld@
@salacious@|@slibrig, vellystig@
@salad@|@salat@
@salaried@|@lønnet@
@salary@|@gasje@
@sale@|@avsetning, salg@
@saleable@|@salgbar@
@salesman@|@ekspeditør, selger@
@saleswoman@|@ekspeditrise@
@salient@|@fremspringende@
@saliva@|@spytt@
@sallow@|@blekselje, gusten@
@sally@|@utfall, vittighet@
@salmon@|@laks@
@salon@|@sal@
@saloon@|@bar, kneipe, salong@
@salt@|@salt, salte@
@salt-cellar@|@saltkar@
@saltpetre@|@salpeter@
@salty@|@salt@
@salubrious@|@sunn@
@salutation@|@hilsen@
@salute@|@hilse, hilsen, honnør, salutt@
@salvage@|@berge, berging, redde, redning@
@salvation@|@frelse@
@same@|@samme@
@samisk song@|@joik@
@sample@|@prøve, smaksprøve, vareprøve@
@sanctify@|@helliggjøre, innvie@
@sanctimonious@|@skinnhellig@
@sanction@|@bifalle, godkjennelse, sanksjon, stadfestelse@
@sanctuary@|@asyl, fristed, helligdom@
@sand@|@sand@
@sandblast@|@sandblåse@
@sandglass@|@timeglass@
@Sandman@|@Ole Lukkøye@
@sands@|@sandstrand, sandstrekning@
@sandwich@|@smørbrød@
@sandwich man@|@plakatbærer@
@sandy@|@rød-blond, sandete@
@sane@|@forstandig, normal@
@sanitary@|@hygienisk, sanitær@
@sanitary napkin@|@sanitetsbind@
@sanitary towel@|@sanitetsbind@
@sanitation@|@hygiene, sanitære forhold@
@sanity@|@mental helse, sunn fornuft@
@sap@|@saft, sevje, tappe av, underminere@
@sapphire@|@safir@
@sarcasm@|@sarkasme, spydighet@
@sarcastic@|@sarkastisk, spydig@
@sardine@|@sardin@
@satchel@|@ransel, veske@
@sateen@|@sateng@
@satellite@|@satellitt@
@satellite dish@|@parabolantenne@
@satellite town@|@drabantby@
@satiate@|@mette, overmette@
@satin@|@atlask@
@satisfaction@|@tilfredshet, tilfredsstillelse@
@satisfactory@|@tilfredsstillende@
@satisfied@|@tilfreds@
@satisfy@|@forvisse, overbevise, tilfredsstille@
@saturate@|@gjennombløte, mette@
@saturated@|@mettet@
@saturated fat acid@|@mettet fettsyre@
@Saturday@|@lørdag@
@sauce@|@krydder, saus@
@sauce-boat@|@sausenebb@
@saucepan@|@kasserolle, kjele@
@saucepan holder@|@grytelapp@
@saucer@|@koppeskål, skål@
@saucy@|@nesevis, smart, sveisen@
@sauna@|@badstue@
@sausage@|@pølse@
@savage@|@barbar, grusom, vill, villmann@
@savagery@|@grusomhet, villskap@
@save@|@bevare, redde, trygge, unntatt@
@saving@|@besparelse, sparsommelig@
@savings@|@sparepenger@
@savings account@|@sparekonto@
@savings bank@|@sparebank@
@saviour@|@frelser@
@savour@|@aroma, dufte, smak, smake@
@savoury@|@delikat, pikant, velluktende, velsmakende@
@saw@|@sag, sage@
@saw blade@|@sagblad@
@sawdust@|@sagmugg@
@sawmill@|@sagbruk@
@Saxon@|@angelsakser, angelsaksisk@
@say@|@si, ytre@
@say so@|@si fra@
@say to@|@si til@
@saying@|@ordtak, ytring@
@scab@|@skabb, skorpe, streikebryter@
@scaffold@|@skafott, stillas@
@scaffolding@|@stillas@
@scald@|@skålde@
@scale@|@måle, målestokk, skala, skjell, veie, vekt@
@scallop@|@kammusling@
@scalp@|@skalp, skalpere@
@scamp@|@slubbert, slurve med@
@scamper@|@fare avsted, løpe hit og dit@
@scan@|@granske, skandere@
@scandal@|@skandale, sladder@
@scandalize@|@forarge@
@scandalous@|@forargelig, skandaløs@
@Scandinavia@|@Skandinavia@
@Scandinavian@|@skandinav, skandinavisk@
@scanner@|@skanner@
@scantiness@|@knapphet@
@scanty@|@knapp, snau@
@scapegoat@|@syndebukk@
@scar@|@arr, sette arr, skramme@
@scarce@|@knapp, skjelden@
@scarcity@|@mangel@
@scarcly@|@knapt, neppe@
@scarcrow@|@fugleskremsel@
@scare@|@skrekk, skremme@
@scarf@|@halstørkle, lask, skjerf, slips, tørkle@
@scarlet@|@skarlagenrød@
@scarlet fever@|@skarlagensfeber@
@scary@|@skremmende@
@scatter@|@spre seg, strø@
@scatter-brained@|@vimsete@
@scavenger@|@gatefeier, åtseldyr@
@scene@|@hendelse, opptrinn, scene, skueplass@
@scenery@|@kulisser, landskap@
@scenes@|@kulisser, scenedekorasjoner@
@scenic@|@naturskjønn, scenisk@
@scent@|@duft, lukt, lukte, vellukt, være@
@sceptic@|@skeptiker@
@sceptical@|@skeptisk, tvilende@
@schedule@|@fortegnelse, planlegge, rutetabell, timeplan@
@scheme@|@intrigere, plan, prosjekt, sammensetning, skjema, utkast@
@scholar@|@lærd, stipendiat, vitenskapsmann@
@scholarly@|@lærd, vitenskaplig@
@scholarship@|@lærdom, stipend@
@school@|@fiskestim, lære, skole, skole, skolere, utdanne@
@schooling@|@skolegang, skolering, utdannelse@
@schoolyard@|@skolegård@
@science@|@vitenskap@
@scientific@|@vitenskaplig@
@scientist@|@forsker, vitenskapsmann@
@scissors@|@saks@
@scleroses@|@forkalkning@
@scold@|@skjelle, skjenne på@
@scolding@|@skjenn, skjennepreken@
@scope@|@omfang, område, spillerom@
@scorch@|@brenne, fare avsted, svi@
@score@|@hakk, innsnitt, regnskap, score, skår, vinne@
@score (v)@|@skåre@
@scoreboard@|@resultattavle@
@scorn@|@forakt, forakte@
@scornful@|@foraktelig@
@Scotch@|@skotsk@
@scoundrel@|@kjeltring, skurk, usling@
@scour@|@skure, skuring@
@scourge@|@piske, svepe, svøpe@
@scout@|@speide, speider@
@scrabble@|@rable@
@scramble@|@kappløp, klatre, klatring, klyve, krabbe, krafse, streve@
@scrambled eggs@|@eggerøre@
@scrap@|@avfall, kasse, lapp, lite stykke, rester, smule, utklipp@
@scrap iron@|@skrapjern@
@scrapbook@|@utklippsbok@
@scrape@|@skrape, skure@
@scraper@|@skraper@
@scratch@|@klore, kloring, risp, rispe@
@scrawl@|@rabbel, rable ned@
@scrawny@|@knoklete, skranglete@
@scream@|@skrik, skrike@
@screech@|@hvin, hvine@
@screen@|@film-, filmlerret, skjerm, skjermbrett, skjerme@
@screen washer@|@vindusspyler@
@screw@|@gnier, knulle, propell, skru, skrue@
@screwdriver@|@skrujern@
@scribble@|@rabbel, rable, smøre sammen@
@script@|@dreiebok, håndskrift, skrift@
@scripture@|@dreiebok@
@scrollbar@|@rullefelt, rullesjakt@
@scrolling@|@rulling@
@scrotum@|@pung@
@scrub@|@kratt, krattskog, skrubbe, skure@
@scruple@|@skruppel@
@scrupulous@|@meget samvittighetsfull, skrupuløs@
@scrutinize@|@granske@
@scrutiny@|@gransking@
@scullery@|@oppvaskrom@
@sculpt@|@danne@
@sculptor@|@billedhugger, skulptør@
@sculpture@|@skulptur@
@scum@|@avskum@
@scurf@|@flass, skjell, skurv@
@scurrilous@|@sjofel, uforskammet@
@scuttle@|@fare avsted, kullboks@
@scythe@|@ljå, slå med ljå@
@sea@|@hav, sjø@
@seaboard@|@kyst, kystlinje@
@seafood@|@sjømat@
@seagull@|@måke@
@seal@|@forsegle, segl, sel, signet@
@seal pup@|@selunge@
@sea-level@|@havflate, havoverflate@
@sealing@|@forsegling, selfangst@
@sealing-wax@|@lakk@
@seam@|@fuge, fure, gang, lag, rynke, søm@
@seaman@|@sjømann@
@seamed@|@furet@
@seamless@|@sømløst@
@seamstress@|@sydame@
@sear@|@brenne, svi@
@search@|@gransking, leting, søk, søke, søking@
@search thoroughly@|@gjennomsøke@
@searchlight@|@lyskaster, søkelys@
@search-party@|@letemannskap@
@seasick@|@sjøsyk@
@seaside@|@kyst@
@season@|@krydre, modne, sesong, årstid@
@seasonable@|@beleilig@
@seasoned@|@krydret, lagret@
@seasoning@|@krydder@
@season-ticket@|@sesongbillett@
@seat@|@benk, boste, sete, sitteplass@
@seat ticket@|@plassbillett, sitteplassbille@
@seat-belt@|@bilbelte@
@seaweed@|@tang@
@seaworthy@|@sjødyktig@
@secluded@|@avsidesliggende, bortgjemt@
@second@|@andre, annen, hjelper, sekundant@
@secondary@|@underordnet@
@secondary aim@|@delmål@
@second-hand@|@annenhånds, brukt@
@second-rate@|@annenrangs@
@secrecy@|@hemmelighet, hemmeligholdelse@
@secret@|@hemmelig, hemmelighet, skjule@
@secretary@|@sekretær@
@secretary of State@|@minister, utenriksminister@
@secretary-general@|@generalsekretær@
@secrete@|@gjemme bort, utsondre@
@secretion@|@sekresjon, sekret@
@secretive@|@hemmelighetsfull@
@secretly@|@i hemmelighet@
@sect@|@sekt@
@sectarian@|@sekterisk, sekterist@
@section@|@avsnitt, seksjon, snitt@
@secular@|@verdslig@
@secure@|@feste, sikker, sikre, trygg@
@securities@|@verdipapirer@
@security@|@kausjon, sikkerhet, trygghet@
@sedative@|@beroligende, beroligende middel@
@sedition@|@oppvigleri@
@seduce@|@forføre@
@seducer@|@forfører@
@seductive@|@forførende@
@see@|@besøke, innse, se@
@see out@|@følge ut@
@see you@|@hadet@
@seed@|@frø, sæd@
@seedling@|@frøplante@
@seedy@|@frørik, loslitt, medtatt@
@seeing that@|@ettersom@
@seek@|@forsøke, søke@
@seem@|@se ut, synes, virke@
@seeming@|@tilsynelatende@
@seemingly@|@tilsynelatende@
@seemly@|@sømmelig@
@see-saw@|@huske@
@seethe@|@koke, syde@
@see-through@|@gjennomsiktig@
@segment@|@innslag@
@segregate@|@avsondre, isolere, skille ut@
@segregation@|@raseskille, skille, utsillelse@
@seize@|@gripe, konfiskere@
@seizure@|@beslagleggelse, pågripelse@
@seldom@|@skjelden@
@select@|@plukke ut, utsøkt, utvalgt, velge@
@selected@|@utvalgt, valgt@
@selection@|@utvalg, utvelgelse@
@self@|@jeg, selv, vegne@
@self aware@|@selvbevisst@
@self conscious@|@selvbevisst@
@self-adhesive@|@selvklebende@
@self-centred@|@selvopptatt@
@self-command@|@selvbeherskelse@
@self-confidence@|@selvtillit@
@self-conscious@|@forlegen, sjenert@
@self-control@|@selvbeherskelse@
@self-defence@|@selvforsvar@
@self-denial@|@selvfornektelse@
@self-esteem@|@selvaktelse, selvtillit@
@self-government@|@selvstyre@
@self-interest@|@egennytte@
@selfish@|@egoistisk@
@selfless@|@uselvisk@
@self-possessed@|@behersket@
@self-seeking@|@egoistisk@
@self-sufficient@|@selvhjulpen@
@self-willed@|@egenrådig@
@sell@|@selge@
@seller@|@salgsvare, selger@
@selling price@|@salgspris@
@selves@|@jeg, selv@
@semblance@|@likhet, skinn, utseende@
@semester@|@semester@
@semi-@|@halv-@
@Semite@|@semitt@
@Semitic@|@semittisk@
@semolina@|@semule@
@senate@|@senat@
@send@|@sende@
@send for@|@sende bud etter@
@sender@|@avsender@
@sending in@|@innlevering@
@senile@|@senil@
@senior@|@eldre, eldst, eldste, overordnet@
@sensation@|@fornemmelse, følelse, sensasjon@
@sensational@|@oppsiktsvekkende@
@sense@|@betydning, forstand, følelse, sans, sansing@
@senseless@|@bevisstløs, meningsløs, sanseløs@
@sensibility@|@følsomhet@
@sensible@|@fornuftig, følelig, merkbar@
@sensibly@|@fornuftig@
@sensitive@|@sensibel@
@sensitivity@|@følsomhet@
@sensual@|@sanselig, sensuell@
@sensuality@|@sensualitet@
@sentence@|@dom, dømme, setning@
@sentiment@|@følelse, mening@
@sentimental@|@sentimental@
@sentimental value@|@affeksjonsverdi@
@sentinel@|@post, skiltvakt@
@sentry@|@post, skiltvakt@
@separate@|@atskilt, separert, særskilt@
@separated (divorced)@|@skilt@
@separation@|@atskillelse@
@September@|@september@
@sequel@|@fortsettelse, følge, oppfølger@
@sequence@|@rekkefølge, sekvens@
@sequester@|@beslaglegge, konfiskere@
@serene@|@ren, rolig@
@sergeant@|@overbetjent, sersjant@
@serial@|@føljetong, rekke-, serie@
@series@|@rekke, serie@
@serious@|@alvorlig@
@sermon@|@preken@
@serpent@|@orm, slange@
@serpentine@|@serpentin@
@servant@|@hushjelp, tjener@
@serve@|@betjene, gjør, servere, tjene@
@server@|@servitør@
@service@|@nytte, tjeneste, tjenestegjør@
@serviceable@|@brukbar, nyttig@
@serving@|@soning@
@serving tray@|@serveringsbrett@
@session@|@møte, samling, sesjon@
@set@|@bestemt, fast, innstille, stille opp, stivnet, stø@
@set about@|@ta fatt på@
@set aside@|@tilsidesette@
@set forth@|@legge ut på, sette frem, skilte@
@set free@|@befri@
@set off@|@fremheve, starte@
@set out@|@dra avsted, fremføre@
@set up@|@fremsette, oppføre, sette opp@
@set-back@|@tilbakeslag@
@settee@|@sofa@
@setting@|@innfatning, omgivelser, ramme@
@settings@|@innstillinger@
@settle@|@avgjøre, bestemme, betale, bosette, etablere, ordne, sette@
@settle down@|@bosette seg, slå seg ned, slå seg til ro@
@settled@|@bebodd, bestemt@
@settlement@|@bosetning, koloni, oppgjør, ordning, overenskomst@
@settler@|@kolonist, nybygger@
@seven@|@sju@
@seventeen@|@sytten@
@seventeenth@|@syttende@
@seventh@|@sjuende@
@seventieth@|@syttiende@
@seventy@|@sytti@
@sever@|@bryte, brytes, skille, skilles@
@several@|@atskillige, flere, forskjellige, respektive@
@severe@|@hard, streng, voldsom@
@sew@|@hefte, sy@
@sew up@|@sy sammen@
@sewage@|@kloakk, kloakkinnhold, kloakkvann@
@sewage plant@|@kloakkrenseanlegg@
@sewage works@|@kloakkrenseanlegg@
@sewer@|@kloakkrør, syer@
@sewerage@|@kloakkanlegg@
@sewing@|@sy, sytøy@
@sewing cotton@|@sytråd@
@sex@|@kjønn, seksuell omgang, sex@
@sex harassment@|@sexpress@
@sex quota@|@kjønnskvotering@
@sexton@|@kirketjener@
@sexual@|@kjønns-, kjønnslig, seksuell@
@sexual disease@|@kjønnssykdom@
@sexual intercourse@|@samleie@
@shabby@|@loslitt@
@shack@|@hytte@
@shackle@|@lenke@
@shade@|@avskygning, nyanse, skjerm, skjerme, skygge@
@shadow@|@skygge, skyggebilde@
@shady@|@lyssky, skyggefull@
@shaft@|@aksel, pil, sjakt, skaft, spyd@
@shaggy@|@raggete@
@shake@|@riste, ruske, ryste, rysting, skaking, skjelve@
@shaky@|@sjaber, ustø, vaklende@
@shall@|@skal, vil@
@shallow@|@grunn, grunne, overfladisk@
@sham@|@falsk, foregi, humbug, hykle, uekte@
@shamble@|@rot, subbe@
@shame@|@gjøre skamfull, skam, skjensel@
@shame on you@|@skam deg@
@shamefaced@|@skamfull@
@shameful@|@forsmedelig, skammelig@
@shameless@|@skamløs@
@shampoo@|@hårvask, sjampo, sjamponere@
@shamrock@|@kløver@
@shanty@|@hytte, koie, oppsang@
@shape@|@danne, figur, form, skikkelse, snitt@
@shapely@|@velformet, velskapt@
@share@|@aksje, del, dele, fordele, part@
@sharedness@|@fellesskap@
@shareholder@|@aksjonær@
@shark@|@hai@
@sharp@|@gløgg, lur, presis, skarp@
@sharpen@|@kvesse, skjerpe, spisse@
@sharpener@|@spisser@
@sharper@|@bedrager@
@sharpness@|@skarphet, skarpsindighet@
@shatter@|@knuse, splintre@
@shattered@|@knust, splintret@
@shave@|@barbere, barbering, skave, streife@
@shaving@|@barber-, barbering@
@shaving brush@|@barberkost@
@shaving foam@|@barberskum@
@shavings@|@høvelspon@
@shawl@|@sjal@
@she@|@henne, hun, hunn-@
@sheaf@|@bunt, nek@
@shear@|@klippe@
@shears@|@hagesaks, sauesaks@
@sheath@|@skjede, slire@
@shed@|@felle, skjul, skur, utgyte@
@sheep@|@sau@
@sheepish@|@flau@
@sheer@|@ren, skjær@
@sheet@|@ark, blad, flak, flate, plate@
@sheet iron@|@jernblikk@
@shelf@|@avsats, grunne, hylle, sandbanke@
@shell@|@granat, hylse, musling, patron, skalle, skjell@
@shellfish@|@skalldyr@
@shell-proof@|@bombesikker@
@shelter@|@beskytte, dekning, gi ly, huse, ly, vern@
@shelve@|@henlegge, legge på hylla, skrinlegge@
@shelves@|@avsats, hylle, sandbanke@
@shepherd@|@gjeter, hyrde, vokte, vokter@
@sheriff@|@fogd, lensmann, sheriff@
@shield@|@beskyttelse, forsvar, skjold, vern@
@shift@|@arbeidsskift, skift, skifte, utvei@
@shift key@|@skifttast@
@shifting spanner@|@skiftenøkkel@
@shifty@|@upålitelig@
@shimmer@|@flimre, flimring@
@shine@|@glans, skinn, skinne, stråle@
@shingle@|@grus, singel, spontekke, takspon@
@shiny@|@blank, skinnende@
@ship@|@mønstre på, skip, skipe@
@shipbroker@|@skipsmekler@
@shipment@|@parti, sending, skiping@
@shipowner@|@skipsreder@
@shipping@|@skipsfart, tonnasje@
@shipping agency@|@spedisjonsfirma@
@shipwreck@|@forlise, skibbrudd@
@shipyard@|@skipsverft@
@shire@|@engelsk grevskap, fylke@
@shirk@|@skulke, stikke av@
@shirt@|@skjorte, skjortebluse, trøye@
@shit@|@dritt, skitt@
@shiver@|@gysning, skjelve, splint, splintre@
@shivery@|@skjelven@
@shoal@|@grunne, stim, svømme i stim@
@shock@|@ryste, sjokk, sjokkere, støt@
@shock absorber@|@støtdemper@
@shocking@|@anstøtelig, sjokkerende@
@shoe@|@beslå, sko@
@shoeblack@|@skopusser@
@shoe-lace@|@skolisse@
@shoemaker@|@skomaker@
@shoepolish@|@skokrem@
@shoot@|@jakt, skudd, skyte, stryk, styrte@
@shooting@|@filmopptak, jakt, skyting, sting@
@shooting star@|@stjerneskudd@
@shop@|@butikk, forretning, handel, verksted@
@shop assitant@|@ekspeditør@
@shop window@|@utstillingsvindu@
@shopkeeper@|@kjøpmann@
@shoplifter@|@butikktyv@
@shopping centre@|@kjøpesenter@
@shopping list@|@handleliste@
@shopping mall@|@kjøpesenter@
@shore@|@kyst, strand@
@short@|@knapp, kort, kortfattet, kortvarig, liten, snau@
@short circuit@|@kortslutning@
@short story@|@novelle@
@short wave@|@kortbølge@
@shortage@|@knapphet, mangel@
@shortcoming@|@brist@
@shortcut@|@snarvei@
@shorten@|@forkorte, tilsette fett@
@shortening@|@fett, forkorting@
@shorthand@|@stenografi@
@short-lived@|@kortvarig@
@shortly@|@snart@
@shorts@|@shorts@
@short-sighted@|@kortsynt, nærsynt@
@shot@|@hagl, prosjektil, skudd, skudd@
@shotgun@|@hagle@
@shoulder@|@bog, skulder, ta på seg@
@shoulder pad@|@skulderpute@
@shoulders@|@shuldre@
@shout@|@brøl, brøle, rop, rope@
@shove@|@dytte, skubb, skubbe, skyve@
@shovel@|@måke, skuffe, skyfle@
@show@|@forestilling, fremvisning, påvise, utstilling, vise@
@show no favor@|@nådeløs@
@show off@|@briljere, gjøre seg til, vise seg@
@showcase@|@monter@
@show-case@|@montre@
@shower@|@byge, dusj, skur@
@shower-bath@|@dusj, dusje@
@showery@|@bygete@
@showroom@|@utstillingslokale@
@showy@|@gloret, prangende@
@shred@|@remse, strimmel, trevl@
@shrewd@|@skarp, skarpsindig@
@shriek@|@hyl, hyle, skrik, skrike@
@shrill@|@skingrende@
@shrimp@|@pusling, reke@
@shrine@|@helgenskrin@
@shrink@|@krympe, skrumpe inn, vike tilbake for@
@shrivel@|@skrumpe inn@
@shroud@|@svøp, svøpe@
@shrub@|@busk@
@shrubbery@|@buskas@
@shrug@|@skuldertrekning@
@shudder@|@gyse, gysning@
@shuffle@|@blande, slepe, snike, subbe@
@shun@|@sky, unngå@
@shut@|@lukke, lukke, lukkes, lukket@
@shut down@|@lukke, stanse arbeidet, stenge ned@
@shut in@|@innelukke@
@shut up@|@holde munn, stenge inne@
@shutter@|@lukker, skodde, vinduslem@
@shuttle@|@pendle, skyttel, skytteltrafikk@
@shuttle service@|@pendeltrafikk@
@shuttlecock@|@fjærball@
@shy@|@bli sky, genert, innadvendt, skvetten, sky@
@shy away@|@skygge unna, vike tilbake@
@shyness@|@sjenanse, skyhet@
@sibling@|@søsken@
@sick@|@lei og kei, syk@
@sicken@|@bli syk, kvalm@
@sickening@|@til å bli syk av@
@sickle@|@sigd@
@sick-leave@|@sykepermisjon@
@sick-listed@|@sykemeldt@
@sickly@|@kvalmende, skrøpelig, sykelig, usunn@
@sickness@|@kvalme, sykdom@
@sick-note@|@sykemelding@
@side@|@kant, parti, side@
@sideboard@|@anretningsbord@
@sideburns@|@kinnskjegg@
@side-car@|@sidevogn@
@sidelight@|@sidelys@
@sidelong@|@sidelengs@
@sidewalk@|@fortau@
@sideways@|@sidelengs@
@sieve@|@dørslag, sikte, sil, sile@
@sift@|@sikte, sile, strø, vurdere@
@sigh@|@sukk, sukke@
@sight@|@observasjon, severdighet, syn, synsevne, utsikt@
@sign@|@merke, signere, skilt, tegn, undertegne, vink@
@sign language@|@tegnspråk@
@signal@|@signal, signalisere, utmerket@
@signature@|@underskrift@
@significance@|@betydning, viktighet@
@significant@|@betegnende, betydningsfull@
@significantly@|@betydelig@
@signify@|@betegne, bety@
@signpost@|@veiskilt, veiviser@
@sikre@|@protect, safeguard, secure@
@silence@|@stillhet, taushet@
@silent@|@stille, taus@
@silk@|@silke@
@silk ribbon/bow@|@silkesløyfe@
@silky@|@silkeaktig@
@sill@|@karm, terskel@
@silliness@|@dumhet@
@silly@|@dum, enfoldig, tosket@
@silver@|@sølv@
@silver plated@|@sølvforgylt@
@similar@|@lignende, lik, likeformet, maken@
@simile@|@sammenligning@
@simmer@|@putre, småkoke@
@simple@|@enkel, lett, lettfattelig@
@simplicity@|@enkelhet, letthet, troskyldig@
@simplification@|@forenkling@
@simplify@|@forenkle@
@simply@|@simpelthen@
@simultaneous@|@samtidig, simultan-@
@sin@|@synd, synde@
@since@|@ettersom, siden@
@sincere@|@oppriktig@
@sincerity@|@oppriktighet@
@sinew@|@kraft, sene@
@sing@|@synge@
@sing out@|@si fra@
@singe@|@svi@
@singer@|@sanger@
@single@|@eneste, enkelt, enslig, ugift@
@single file@|@gåsegang@
@single parent@|@aleneforeldre, eneforsørger@
@single-breasted@|@enkeltknappet, enkeltspent@
@single-handed@|@uten hjelp@
@singular@|@enestående, underlig, usedvanlig@
@singularity@|@singularitet@
@sinister@|@illevarslende, skummel@
@sink@|@oppvaskkum, senke, synke, vask@
@sinker@|@søkke@
@sinner@|@synder@
@sinuous@|@buktete, slyngete@
@sip@|@nippe, tår@
@sir@|@min herre@
@sirloin@|@mørbrad@
@sis@|@søster@
@sister@|@søster@
@sister-in-law@|@svigerinne@
@sit@|@holde møte, ruge, sitte@
@sit down@|@sette seg@
@sit up@|@sette seg opp, sitte oppe, våke@
@site@|@beliggenhet, plass, tomt@
@sitting@|@møte, sesjon, å sitte@
@sitting-room@|@dagligstue@
@situated@|@beliggende@
@situation@|@beliggenhet, situasjon, still@
@six@|@seks@
@six fold@|@seksdobbelt@
@sixteen@|@seksten@
@sixth@|@sjette@
@sixty@|@seksti@
@sizable@|@betydelig@
