@Somali@|@English@
@hanti@|@possess, wealth (1), possessions, property@
@hantile@|@prosperous person@
@hantiqabeen@|@well-to-do people@
@hanuun@|@advice@
@hanuun@|@guidance, take counsel, receive advice@
@hanuuni@|@counsel@
@hanuunis@|@act of counseling@
@haqab@|@hunger@
@haqabbeel@|@satisfaction of hunger@
@har@|@shade, stay@
@haraag@|@straggler@
@harag@|@skin@
@haramcas@|@bull@
@harbi@|@push forward@
@hareer@|@edge@
@hareero@|@surroundings@
@hargaamo@|@harm (1)@
@hargaamo@|@trouble (2)@
@hargaamo@|@damage@
@hargab@|@have a cold@
@hargab@|@head cold@
@hari@|@care into the shade, carry into the shade@
@harimo@|@lunch@
@harjad@|@zeal@
@harjad@|@determination, strive@
@haro@|@lake, river@
@harqaan@|@sewing machine@
@harraad@|@be thirsty, thirst@
@harreef@|@difficulty (1)@
@harreef@|@trouble (1)@
@harsimo@|@heat of the day@
@has@|@frighten@
@hase@|@however@
@hashish@|@hashish@
@hasid@|@frightening@
@hataaqo@|@shove@
@hataaqo@|@push forward@
@hataq@|@hold in the ground@
@hataq@|@ditch@
@hataqee@|@push forward@
@hawaan@|@force@
@hawaan@|@compulsion@
@hawaawi@|@dream@
@hawaawi@|@dream@
@hawada@|@weather@
@hawada@|@the air@
@hawal@|@preservation@
@hawal@|@conservation@
@hawaqaboojiye@|@air conditioning@
@hawd@|@forest@
@hawd@|@wood, forest@
@haween@|@women@
@haweeney@|@woman@
@haweysi@|@desire@
@haweyso@|@desire@
@hawir@|@neglect@
@hawl@|@payment, work, labor, task@
@hawlgab@|@retirement@
@hawlgeli@|@put into effect@
@hawlgeli@|@carry out@
@hawlkar@|@hard-working@
@hawlkar@|@capable person@
@hawlkarnimo@|@capability@
@hawlkarnimo@|@hard-workingness, capability@
@hawllaawe@|@unemployed@
@hawlyari@|@light work@
@hawo@|@air, wish, want@
@hawood@|@desire, enthusiasm, passion@
@hawraar@|@sentence@
@hawraar@|@utterance@
@hawsha@|@the work@
@hawshood@|@be occupied, state of being busy@
@hay@|@keep, have@
@hay@|@have, say@
@hayaayad@|@gift@
@hayaayad@|@talent@
@hayb@|@enquiry@
@haybad@|@prestige@
@haybi@|@enquire@
@haydaarto@|@blame, accusation@
@haydarojiin@|@hydrogen@
@Haye@|@hello@
@hayn@|@act of holding, type of plant@
@haysasho@|@act of possession@
@hayso@|@have@
@he-camel@|@bull@
@hebel@|@so-and-so@
@heegan@|@be tied by the leg@
@heehaab@|@act of flying, fly@
@heelad@|@heel@
@heellanaan@|@obedience@
@heellanaan@|@loyalty@
@heemaal@|@beauty style, beauty (1), style@
@heemasho@|@agreement (1), consent@
@heemasho@|@consent@
@heer@|@stage, wound@
@heeraar@|@fence@
@heeran@|@be wounded@
@heereyn@|@circle@
@hees@|@sing, song, melody@
@heesaa@|@singer@
@heeshi@|@overflowing@
@heeshi@|@abundance@
@heeti@|@limp@
@hel@|@get@
@hel@|@obtain@
@helitaan@|@discovery@
@helloonaan@|@aviability, availability@
@helman@|@forget@
@heshii@|@agree@
@heshiis@|@agreement@
@hetis@|@act of limping@
@heybad@|@honor@
@heydaaro@|@accusation@
@hibasho@|@unforgettable event@
@hibee@|@give as a gift@
@hibitiq@|@drip@
@hibo@|@gift@
@hidde@|@culture@
@hidde@|@custom@
@hidde@|@herritage@
@hiddiwaale@|@longing@
@hididdiilo@|@expectation (1)@
@hidin@|@giving a gift of charity@
@hidrojin@|@hydrogen@
@hifasho@|@act of scolding@
@hifo@|@regret@
@hifo@|@repent@
@higgaad@|@spelling@
@higgaaddi@|@spell out@
@higgaadis@|@act of spelling out@
@higgo@|@hiccough@
@higil@|@shadow, darkness@
@higso@|@go after something to get it@
@hiif@|@blame, accuse@
@hiig@|@chew@
@hiijo@|@gruge@
@hiil@|@support@
@hiilgurasho@|@migration to a distant place@
@hiili@|@be partial@
@hiillo@|@taking sides@
@hiindo@|@mother@
@hiir@|@early morning@
@hiireysasho@|@act of getting up early@
@hiireyso@|@get up early@
@hiiro@|@partial baldness@
@hilasho@|@accumulation@
@hilbawadaag@|@blood relatives@
@hilib@|@meat@
@hilib ido@|@lamb@
@hilin@|@road@
@hillaac@|@flash, lightning@
@hilmaan@|@forget@
@hilo@|@pile up@
@himhimmow@|@twinlight@
@himilo@|@aim@
@himmad@|@to desire@
@himmad@|@interest@
@hinaas@|@support (1)@
@hinaas@|@side with@
@hinaaso@|@support (2)@
@hinaaso@|@help (3)@
@hinaayo@|@grief@
@hinaayo@|@bitterness@
@hinbiriirsasho@|@act of peering at@
@hinbiriirso@|@peer at@
@hindhis@|@sneeze@
@hindhiso@|@sneeze@
@hindis@|@design@
@hindis@|@plan (1)@
@hindis@|@invent@
@hindiso@|@invention@
@hindiya@|@India@
@hinfiriir@|@fright@
@hinni@|@forest@
@hinqad@|@act of standing up@
@hinqasho@|@act of trying to get up@
@hinraag@|@panting@
@hinraaq@|@pant@
@hinraaq@|@gasp@
@hiqhiq@|@sobs@
@hiqhiq@|@sobbing@
@hir@|@wave, type of goat@
@hirar@|@waves@
@hirasho@|@act of reaching@
@hirgal@|@be put into effect@
@hirgeli@|@apply@
@hirqasho@|@state of fullness@
@hirqo@|@be full to overflowing@
@hirrig@|@forest (1)@
@hisasho@|@repetance@
@hitee@|@slander@
@hito@|@slander@
@hiyi@|@center of emotion, heart@
@hiyi@|@heart, sense@
@hiyikac@|@be aroused@
@hiyikac@|@become emotional, arousal of emotion@
@hiyiwaale@|@state of longing@
@hod@|@betray@
@hodaddaabo@|@shirking@
@hodan@|@become rich, wealthy person@
@hodantooyo@|@wealth@
@hodon@|@wealthy person@
@hog@|@hole in the ground@
@hogaanka@|@the leadership@
@hogasho@|@act of halting@
@hoggaamin@|@leading@
@hoggaamiye@|@leader@
@hoggaan@|@leadership@
@hogo@|@halt, hot season@
@hogo@|@stand still, halt@
@hogob@|@valley@
@hogoggoli@|@bend@
@hogol@|@rain cloud@
@hoji@|@halt@
@hoji@|@stand still, halt@
@hojis@|@act of halting@
@hol@|@try@
@holac@|@burn, flame@
@holis@|@act of trying to get up@
@hollasho@|@abandoning@
@holli@|@try@
@holliin@|@try@
@holoc@|@flame@
@honog@|@heavy bleeding@
@hoo@|@gift@
@hoodaar@|@brave man@
@hooddi@|@Is anyone there?@
@hooddi@|@can I come in?@
@hoodo@|@luck@
@hoog@|@misfortune, suffer misfortune@
@hoomaay@|@look at@
@hoomaay@|@stare at@
@hoomo@|@dependents@
@hoomo@|@children (1)@
@hoor@|@rain, drops@
@hoos@|@below, lower part, shade@
@hoosee@|@be below@
@hooseeye@|@denominator@
@hoosh@|@robbery, snatch, rob@
@hooso@|@workshop@
@hooto@|@small spear@
@hooy@|@home, take@
@hooyad@|@homecoming@
@hooyasho@|@coming or going home, coming home, going home@
@hooyi@|@take home@
@hooyi@|@bring home@
@hooyo@|@mother, come home, go home@
@hoq@|@scratch@
@hor@|@organize animals in groups, front@
@horaad@|@first@
@horay@|@front@
@hordhac@|@introduction@
@hore@|@person watering animals@
@horfiiq@|@leader (1)@
@horjooge@|@supervisor@
@horkac@|@lead in single file@
@horkac@|@leader (1)@
@horkace@|@guide@
@hormarid@|@movement forward@
@hormee@|@divide into groups@
@hormo@|@group@
@hormuud@|@leader (1)@
@horor@|@prey on@
@horor@|@predator@
@horraan@|@beginning@
@horrayn@|@primary@
@horrayn@|@priority@
@horree@|@be first@
@horseed@|@commander@
@horseed@|@command@
@hortag@|@confort, opposition@
@horteeda@|@before@
@hortiis@|@before@
@hortiisa@|@in front of@
@horukac@|@progress@
@horumar@|@development, make progress@
@horumari@|@improve@
@horumarin@|@development@
@horummar@|@make progress@
@horummari@|@move forward@
@horusocod@|@progress@
@horyaal@|@leader (1)@
@horyaalnimo@|@leadership@
@hoteel@|@hotel@
@hoyaad@|@overnight stop@
@hoyaatin@|@overnight stop@
@hoyad@|@place to spend the night@
@hoyasho@|@act of spending the night@
@hoyi@|@accomodate@
@hoyo@|@go home for the night@
@hu@|@dress@
@hu@|@clothes@
@hub@|@be sure, weapons@
@hubaal@|@exactness@
@hubanti@|@certanty, certainty@
@hubi@|@verify@
@hubi@|@make sure of@
@hubsado@|@investigation@
@hubsasho@|@verification@
@hubsasho@|@investigation@
@hubso@|@be sure@
@huddan@|@walk slowly, slow, tottering walk@
@hudeec@|@slow walk@
@huf@|@hawk, winnow, clean (1)@
@hufnaan@|@cleaned@
@hugaar@|@temperature@
@hugaar@|@steam, temperature@
@hugan@|@mutter, murmur@
@hugun@|@muttering@
@hugun@|@rumble@
@hujuum@|@attack@
@hul@|@chink@
@hul@|@cleft@
@hul@|@crack@
@hulaaq@|@smouldering@
@hulaaq@|@smoulder@
@hulbi@|@work quickly@
@huleel@|@walk slowly and dejectedly@
@hulkan@|@be kindled, newly-kindled fire@
@hullaabo@|@drape around oneself@
@hullasho@|@act of hiding behind something@
@hullo@|@hide behind something@
@hulqe@|@useless@
@huluul@|@tight passage@
@huluul@|@narrow place@
@huluulo@|@push through@
@humasho@|@mending@
@hummaaji@|@strike@
@hummaaji@|@to wound@
@hummaajis@|@act of wounding@
@humo@|@patch ragged clothing@
@hun@|@old bit of cloth, mending@
@hunbaalle@|@quiet walk@
@hunbaallee@|@walk quietly@
@hunbul@|@make something round, something round@
@hungee@|@make empty@
@hungee@|@void@
@hungo@|@emptiness@
@hungoob@|@be disappointed@
@hunguri@|@throat@
@hunguriyee@|@long for in vain@
@hunnuhunnu@|@murmur@
@hunqaac@|@vomit@
@hunqaaco@|@vomit@
@hunqee@|@empty@
@hunri@|@steam@
@hur@|@give@
@huraal@|@self-sacrifice@
@hurd@|@to sleep@
@hurdan@|@fight playfully, play-fighting@
@hurdo@|@sleepiness@
@hurdo@|@sleep@
@hurguf@|@shake out@
@hurgumi@|@infect@
@hurgumo@|@infection@
@hurgun@|@become ifnected, infection@
@huri@|@kindle@
@hurid@|@combustion@
@huriweyto@|@something inevitable@
@hurti@|@something avoidable@
@hurud@|@go to sleep@
@huruuf@|@frwon@
@huunno@|@sister@
@huur@|@become overheated@
@huur@|@become stuffy, stuffy, airless place@
@huuri@|@overheated@
@huuri@|@make a place stuffy@
@huwi@|@cover with a cloth@
@i@|@me@
@i@|@I@
@ibliis@|@satan@
@ibriiq@|@kettle@
@ibtilee@|@ruin@
@ibtilo@|@disaster@
@ibtiloob@|@be ruined@
@iclaan@|@announcement@
@icraab@|@exercises (grammar)@
@icraab@|@drills@
@ictiqaad@|@belief, faith@
@ictiraaf@|@recognize@
@ictiraaf@|@recognition@
@idaacad@|@broadcast@
@idan@|@give permission, permission@
@idhi@|@I came@
@idiin@|@leather@
@idimo@|@tanned skin@
@idin@|@tanned skin@
@idlaad@|@completion@
@idlaw@|@finish@
@idlee@|@complete@
@ido@|@sheep, flock of sheep@
@if@|@give light, light@
@iftiin@|@give light, light@
@iftiino@|@daytime@
@iftiino@|@daylight@
@ihaanee@|@despise@
@ihaano@|@contempt@
@ihi@|@I am not@
@ihin@|@we are not@
@ii@|@say@
@ii@|@shout (1)@
@iib@|@trade@
@iibin@|@sale@
@iibis@|@selling@
@iibis@|@buying@
@iibiye@|@seller, merchant@
@iibiye@|@merchant@
@iibsasho@|@act of buying@
@iibshe@|@peddler@
@iibso@|@buy@
@iid@|@religious festival@
@iidheh@|@advertisement@
@iil@|@I was located at@
@iimaan@|@belief@
@iimaandarro@|@faithlessness@
@iimee@|@damage@
@iimee@|@hurt@
@iin@|@damage, defect@
@iin@|@defect, damage@
@iiqee@|@put into a difficult situation@
@iiqo@|@be in a difficult situation@
@iiqo@|@be in a tight place, be in tight place@
@ijaab@|@consent, accept@
@ijaabo@|@acceptance, consent@
@ijaar@|@rent@
@ijaar@|@rent out@
@ijaaro@|@hire, rent@
@ijaaro@|@rent@
@ijaaso@|@permission@
@ikhtilaaf@|@divergence of opinion, hold divergent opinions@
@ikhtiyaar@|@freedom@
@ikhtiyaar@|@choice@
@ikhyaar@|@well-mannered person@
@ikhyaarnimo@|@good manners@
@il@|@eye@
@ilaa@|@until, since@
@ilaah@|@God@
@ilaal@|@guard@
@ilaali@|@guard, watch, look@
@ilaalis@|@act of guarding@
@ilaalo@|@policeman@
@ilaaq@|@contradiction@
@ilaaq@|@dispute, find fault@
@ilays@|@light@
@ilbaadsasho@|@act of guarding@
@ilbaadsi@|@act of spying@
@ilbax@|@civilized person, become civilized@
@ilbaxnimo@|@civilization@
@ilbixi@|@civilize@
@ildarro@|@serious trouble@
@ilduuf@|@failure@
@ilduuf@|@miss@
@ilduuf@|@fail@
@ilduufi@|@cause to miss@
@ilfashaq@|@be shy, be embarrassed, shame (1), embarrassment@
@ilgiir@|@shy person@
@ilgiir@|@timid@
@ilig@|@tooth@
@illaacdo@|@attraction@
@illaaw@|@forget@
@illinka@|@entrance, tears@
@illoow@|@forget@
@illow@|@forgetfulness@
@illow@|@forgetting@
@ilmee@|@cry@
@ilmee@|@weep@
@ilmo@|@child, tear, soon@
@ilqabato@|@beauty@
@ilwaad@|@beautiful object@
@ilxumo@|@sufferings@
@ilxumo@|@misery@
@ilxumo@|@hardship@
@imaaddaa@|@I come@
@imaansho@|@arrival@
@imaatin@|@arrival@
@iman@|@son, to come@
@imanayeen@|@they were coming@
@imanayey@|@he was@
@imanayney@|@we were coming@
@imaneyaa@|@I am coming@
@imaneyaa@|@he is coming@
@imaneyaan@|@they are coming@
@imaneynaa@|@we are coming@
@imberiyaali@|@imperialism@
@imid@|@I came@
@imigrate@|@haayir, haajir@
@Imisa jir baad tahay?@|@How old are you?@
@Imisaad jirtaa?@|@How old are you?@
@imtixaan@|@examination@
@imtixaan@|@examine@
@in kastaoo@|@although@
@in kastaoo@|@though@
@inaabti@|@cousin@
@inaadeer@|@cousin@
@inan@|@daugther, daughter, girl, boy@
@indhabbeel@|@be blind, blindness@
@indhadduub@|@blindfold@
@indhafirqoonaan@|@alertness@
@indhafirqoonaan@|@keen-sightedness@
@indhaggashi@|@glasses@
@indhaggashi@|@spectacles@
@indhahabeeno@|@dim sight@
@indhahabeeno@|@weak sight@
@indhasarcaad@|@be dazzled, dazzlement@
@indhashareer@|@veil@
@indho@|@eyes@
@indhoindhee@|@view, observe@
@indhoindhee@|@observe@
@indhoole@|@blind person@
@Indhuhu ku daraaandareen@|@My eyes owe-inspired did shine@
@indo@|@eye@
@ingiriis@|@Englishman@
@ingiriis@|@English language@
@iniif@|@make even@
@iniq@|@a little@
@injir@|@louse@
@inkir@|@denial, lie@
@inqilaab@|@insurrection@
@insaaniyo@|@humanity@
@insecure place@|@haad@
@insi@|@flesh-and-blood@
@insi@|@human@
@inta@|@the amount@
@Intaadan falin ka fiirso@|@Look before you leap@
@Intaan isku duubay been@|@I embraced falsehood@
@intaas@|@all this@
@intifaac@|@make use of, resource@
@intii@|@since, while@
@intikhaab@|@election@
@intimidate@|@do something to@
@iqiin@|@I knew@
@iqtiraax@|@proposal@
@iqtisaad@|@economy@
@iraahdaa@|@I say@
@iraahid@|@act of saying@
@irbad@|@needle@
@irbadee@|@inject@
@irbadee@|@prick@
@irdhee@|@put someone on his guard@
@irdho@|@wariness@
@irdhoob@|@be on guard@
@iri@|@I said@
@irkasho@|@potponing@
@irko@|@postpone@
@irmaan@|@dairy-cattle, playing piece in a Somali game@
@irrid@|@entrance@
@irrid@|@door@
@irrid@|@exit@
@irsaaq@|@food (1)@
@irsaaqo@|@receive nourishment@
@irtid@|@reckless person@
@irtidnimo@|@recklessness@
@is@|@itself, ourselves, herself, himself, self, myself@
@Is arag dambe@|@see you soon@
@isaga@|@him, he@
@Isaga ka sheeg@|@Tell about him@
@Isaga ku sheeg@|@Call him (a name)@
@Isaga la samee!@|@Do it with him!@
@Isaga u sheeg@|@Tell it to him@
@isagale@|@his@
@isasur@|@hang down from@
@isbahaysi@|@treaty of alliance@
@isbarbardhig@|@equate@
@isbeddel@|@chance (1), change@
@isbitaal@|@hospital@
@isboorti@|@sport@
@Iscelinta marka la xanaaqo@|@anger management:@
@isdabajoog@|@go in single file@
@isdhacsii@|@convince onself@
@isdhawr@|@respect on another@
@isdhimid@|@diminishing@
@isdhin@|@decrease@
@isdil@|@commit suicide, suicide@
@isfur@|@divorce@
@isgaarsiin@|@communications@
@isgaf@|@miss each other@
@isgoyska@|@fork in the road@
@isgurid@|@depreciation@
@ishaafalad@|@principle@
@ishaafalad@|@policy@
@ishaafalatee@|@make a poicy@
@ishaafalato@|@decision makers@
@ishaafalo@|@make a decision@
@ishaar@|@point out@
@ishaaro@|@indication, omen@
@ishaaro@|@omen@
@ishaaro@|@sign@
@isidilid@|@committing suicide@
@isim@|@name@
@isir@|@ancestry@
@isjeclaan@|@mutual love@
@Iska warran@|@hello@
@Iska warran?@|@how are you?@
@iskaashad@|@cooperation@
@iskaashato@|@co-operative@
@iskaashatooyin@|@cooperatives@
@iskaashi@|@cooperation@
@iskahorjeed@|@opposition@
@iskawarramid@|@autobiography@
@iskhilaaf@|@disagree with each other, contradiction@
@iskuagaasimid@|@co-ordination@
@iskubbixis@|@continuation@
@iskuddar@|@integration@
@iskuddar@|@confusion@
@iskuddar@|@mixture@
@iskuddar@|@addition, confusion, mixture@
@iskudey@|@try@
@iskudhaf@|@mixture@
@iskudhis@|@compound@
@iskudhoon@|@state of being entwined@
@iskudhufasho@|@multiplication@
@iskudulnoolaan@|@exploitation@
@iskufilnaansho@|@self-sufficiency@
@iskujir@|@mixture (1)@
@iskummid@|@equal@
@iskummid@|@same, equal@
@iskuul@|@school@
@iskuwareegsi@|@revolution@
@iskuxidhnaan@|@connection@
@iskuxiriir@|@linkage@
@islaam@|@become a Muslim@
@islaamka@|@Islan@
@islaan@|@old women, Muslim@
@islaax@|@improve@
@islayaab@|@be embarrassed, embarrassment@
@ismaqal@|@listen to each other, mutual understanding@
@isniin@|@monday@
@isqaan@|@be responsible, responsible person@
@israac@|@agreement (1)@
@isreebid@|@elimination competition@
@isrog@|@revolution@
@istaag@|@act of standing up, stand up@
@istaahil@|@deserve, value, worth@
@istaraatiiji@|@strategy@
@istaraatiijiyad@|@strategy@
@istareex@|@have fun@
@isticmaal@|@use@
@isticmaal@|@make use of@
@isticmaar@|@colonialism@
@istiil@|@effort@
@istiqlaal@|@independence@
@istoodh@|@store@
@istus@|@introduction@
@istusid@|@acting out@
@isugayn@|@addition@
@isukeen@|@angle@
@isumar@|@route@
@isuqaybin@|@division@
@isuqiyaas@|@proportion@
@isutag@|@go to each other@
@isxilqaan@|@state of being responsible, take responsibility@
@isyeel@|@hurting oneself@
@isyeel@|@hurt oneself@
@isyeelyeel@|@pretense@
@itaal@|@make even, strength@
@itaaldarro@|@lack of energy@
@itataabee@|@support (2)@
@itataabee@|@help (2)@
@itataabo@|@support (1)@
@itataabo@|@help (2)@
@itifaaq@|@agreement@
@itixaad@|@unity@
@ixkuxoqid@|@friction@
@ixsaan@|@favor@
@ixtiraam@|@respect@
@iyada@|@her, she@
@iyadale@|@hers@
@iyaga@|@them@
@iyaga@|@they@
@iyagale@|@theirs@
@iyo@|@and@
@jaabbiyad@|@reservoir@
@jaabo@|@bits@
@jaabo@|@fragments@
@jaad@|@divide up, type@
@jaah@|@face, forehead@
@jaah@|@forehead, face@
@jaahil@|@ignorant person@
@jaahilbixi@|@educate@
@jaahilbixi@|@enlighten@
@jaahilnimo@|@ignorance@
@jaajaale@|@clown@
@jaajaalee@|@be a joker@
@jaajuus@|@spy@
@jaajuusnimo@|@act of being a spy@
@jaal@|@team mate@
@jaalabbuud@|@type of ship@
@jaalle@|@yellow, comrade@
@jaalnimo@|@comradeship@
@jaalnimo@|@fellowship, friendship@
@jaalnimo@|@friendship@
@jaamac@|@the Koran@
@jaamacad@|@university@
@jaan@|@round space, sour milk@
@jaangooyo@|@plan@
@jaansaar@|@act of cobbling@
@jaar@|@neighbour, halter@
@jaaraan@|@neighbour@
@jaariyad@|@maidservant@
@jaarnimo@|@neighborliness@
@jaarri@|@argument (2)@
@jaarri@|@quarrel@
@jaarri@|@argue (1)@
@jaarri@|@dispute@
@jaasee@|@reward@
@jaaso@|@reward@
@jaasuus@|@spy@
@jaasuusnimo@|@act of spying@
@jaawe@|@type of incense@
@jaaxid@|@dogmatic@
@jaaxid@|@obstinate person@
@jab@|@break, part@
@jabhad@|@face@
@jabnaan@|@state of being broken@
@jabniin@|@fracture@
@jabniin@|@break@
@jabo@|@firewood@
@jabo@|@kindling@
@jabqi@|@collect together@
@jac@|@electricity@
@jacayl@|@love@
@jacbur@|@something messy@
@jacbur@|@something spoiled@
@jaciir@|@embarrassment@
@jacjuun@|@unfriendly person, cold@
@jacsanaan@|@pleasantness@
@jacsanaan@|@likeableness@
@jactad@|@argument, argue (1)@
@jactad@|@argue (1)@
@jactadnaan@|@crumpledness@
@jadeerwac@|@journey to a distant place@
@jadeerwacasho@|@travelling to a distant place@
@jadeerwaco@|@travel to a distant place@
@jaf@|@beat to remove dust@
@jaf@|@beating@
@jaf@|@hitting@
@jafaal@|@strong man@
@jafaliil@|@ugly thing, ugly person@
@jafaliille@|@ugly person@
@jafjaf@|@beat thoroughly, rough, stony ground@
@jago@|@place@
@jaguug@|@obstinate person@
@jaguugnimo@|@obstinacy@
@jahaad@|@jihad (holy war), jihad, holy war@
@jahannamo@|@hell@
@jahasho@|@act of going towards@
@jahli@|@ignorance@
@jaho@|@direction, go towards@
@jajab@|@be broken to bits, fragment@
@jajabnaan@|@fragmentation@
@jalaal@|@rebuke@
@jalaal@|@reproof@
@jalaalaqee@|@raid@
@jalaalaqee@|@attack@
@jalaalaqo@|@attack, raid@
@jalaalaqo@|@raid@
@jalanqe@|@sparkle, twinkle@
@jalanqe@|@twinkle@
@jalaqley@|@wrist@
@jalbeeb@|@pleasant chat@
@jalbeebtan@|@chat pleasantly, pleasant chatting@
@jaldhaf@|@noise of footsteps@
@jaliilad@|@bomb@
@jallaad@|@cover@
@jalleec@|@turn around@
@jalleeco@|@sideways of backward glance@
@jalxad@|@vessel@
@jalxad@|@water jar@
@jalxad@|@container@
@jamaad@|@charm@
@jamaad@|@sweetness@
@jamaad@|@cuteness@
@jamac@|@plural@
@jamasho@|@desire (2)@
@jamasho@|@craving, longing@
@jamasho@|@longing, craving@
@jamce@|@Friday@
@jamciyad@|@organization@
@jamciyad@|@league@
@jameecaad@|@congregation@
@jameeco@|@congregation@
@Jamhuriyadda Soomaaliya@|@Republic of Somalia@
@jamhuuriyad@|@republic@
@jammaamuur@|@boss@
@jammaamuur@|@leader (1)@
@jammaamuur@|@chief@
@jamo@|@want, to desire@
@jan@|@love (1)@
@jangooy@|@design@
@jangooy@|@plan (1)@
@jangooy@|@design@
@janjeer@|@be crooked@
@janjeersi@|@crookedness@
@janno@|@heaven@
@janqaad@|@footprints, make a noise of footsteps@
@jansaar@|@cobble up@
@jansaar@|@patch@
@jaq@|@suck@
@jaqal@|@area underneath the chin@
@jar@|@cutting, chopping, slice, cut, role, part@
@jaran@|@something that is chopped@
@jaranjaro@|@stairs@
@jaranjaro@|@staircase@
@jaraysad@|@training a horse@
@jarcee@|@shiver@
@jarcee@|@tremble@
@jarcee@|@shake (1)@
@jarco@|@act of trembling@
@jare@|@halter@
@jaree@|@train a horse@
@jareer@|@kinky hair@
@jareexee@|@satirize@
@jareexo@|@sarcasm@
@jariidad@|@newspaper@
@jariir@|@powder@
@jarjar@|@chop, small pieces@
@jarjar@|@cut up small, mince@
@jarjar@|@mince@
@jarraysimo@|@expectation@
@jarree@|@expect@
@jarreero@|@health@
@jarreero@|@good-health@
@jarriin@|@act of cutting@
@jasaair@|@islands@
@jasaar@|@ungrateful person@
@jasaarnimo@|@ingratitude@
@jasiirad@|@island@
@jawaab@|@answer, song sung at watering animals@
@jawaan@|@bag@
@jawaan@|@sack@
@jawdheer@|@type of plant used to make dye@
@jawi@|@atmosphere@
@jawr@|@tyranny@
@jawrar@|@become dessicated, something desiccated@
@jaxeer@|@old person@
@jay@|@thin person@
@jaynaf@|@haggard appearance, look haggard@
@jaynnimo@|@thinness@
@jebi@|@smash@
@jebin@|@breaking@
@jebis@|@act of breaking, python@
@jeceyl@|@love@
@jeclaan@|@affection@
@jecloow@|@love (1)@
@jecloow@|@like@
@jeclow@|@like@
@jeclow@|@love (1)@
@jeeb@|@pocket, tear, rip@
@jeed@|@mean@
@jeedaali@|@gaze@
@jeedaalo@|@act of gazing@
@jeedal@|@whip@
@jeedi@|@adress, address@
@jeediyey@|@adress, face towards, address@
@jeefaaf@|@fright@
@jeeg@|@banck check@
@jeel@|@need@
@jeelbax@|@satisfaction of need@
@jeeni@|@foreleg@
@jeenicalaf@|@state of completeness@
@jeeniqaar@|@something worn in the shoulder@
@jeeniwareen@|@pneumonia@
@jeensasho@|@act of turning aside@
@jeenso@|@turn aside@
@jeeqaaq@|@gaze, look at@
@jeer@|@hippopotamus, time@
@jeermi@|@germ@
@jees@|@isolated settlement@
@jeesjees@|@foolery@
@jeesjees@|@fun@
@jeeso@|@turn@
@jeeso@|@face@
@jeex@|@tear, torn-off piece@
@jeexis@|@act of tearing@
@jeexjeex@|@split repeatedly@
@jeexjeex@|@crack repeatedly, many cracks, many splits@
@jejebi@|@break in pieces@
@jeneraal@|@general@
@jengeli@|@barbarian@
@jeri@|@search for@
@jeriida@|@newspaper@
@jeysh@|@soldiers@
@jibaad@|@roar, groan@
@jibaal@|@roof, put a roof on@
@jibaalgaabis@|@prayer for a sick person@
@jibaalgaabis@|@sacrifice for a sick person@
@jibaax@|@cough@
@jibaggaar@|@get to the bottom of a problem@
@jibaggar@|@thorough enquiry@
@jibakeen@|@get to the bottom of a matter@
@jibasho@|@swearing an oath@
@jibin@|@falling star@
@jibindhaw@|@bump@
@jibindhaw@|@boom@
@jibo@|@swear as a threat@
@jiciir@|@shame@
@jiciir@|@disgrace@
@jiciiree@|@dishonor, disgrace, shame, embarrass@
@jiciiroob@|@act disgracefully@
@jicsin@|@provisions for a journey@
@jid@|@road, street@
@jidbo@|@trance@
@jidbo@|@ecstacy@
@jiddin@|@throat@
@jiddin@|@gullet@
@jiddu duuri@|@chicken@
@jiddu duuri@|@hen@
@jidee@|@permit, allow@
@jidee@|@allow@
@jidh@|@body@
@jidhaan@|@pool@
@jidhaan@|@pond@
@jidib@|@axe@
@jidiimo@|@eat@
@jidiinqallal@|@dryness of the throat@
@jidmar@|@food supplies for a journey@
@jidoob@|@be permited, be permitted@
@jigo@|@hesitation@
@jiha@|@side@
@jihaad@|@jihad@
@jihaad@|@holy war@
@jihee@|@direct@
@jiib@|@chorus of a dance-song@
@jiid@|@drag, pull@
@jiidan@|@be stretched@
@jiidasho@|@act of stretching@
@jiide@|@halter@
@jiidh@|@lean meat@
@jiidis@|@act of pulling@
@jiidjiid@|@keep on pulling@
@jiidnaan@|@state of being stretched@
@jiido@|@pull@
@jiif@|@be lying down, state of lying down@
@jiifi@|@lay down@
@jiifin@|@chopping@
@jiifsasho@|@act of lying down@
@jiifso@|@lie down@
@jiifto@|@type of poem@
@jiil@|@splint@
@jiilaal@|@winter, the dry season@
@jiinguuri@|@bring together@
@jiiqo@|@compression@
@jiiqo@|@squeezing@
@jiir@|@rat, overrun, high ground@
@jiiraan@|@neighbour@
@jiiraannimo@|@neighborliness@
@jiirid@|@pushing@
@jiiro@|@expel from the body@
@jikaar@|@argue against, argue (1)@
@jikaar@|@argue (1), counter-argument@
@jiko@|@kitchen@
@jil@|@acting, imitation@
@jil@|@imitation@
@jil@|@act@
@jil@|@imitate@
@jilay@|@stopper@
@jilay@|@plug@
@jilays@|@act of imitating@
@jilaysan@|@be full up@
@jilci@|@weaken@
@jilci@|@soften@
@jile@|@imitator@
@jile@|@actor@
@jilee@|@fill to the brim@
@jileec@|@softness@
@jilib@|@knee@
@jilibdhig@|@fight@
@jilicsan@|@become soft@
