@English@|@Yoruba@
@parsley@|@irú ohun õgbìn kan@
@part@|@apá kan, àràpa, ìpín, la irun orí, pín, ya@
@partial@|@àìpé, ìÿègbé, ní ojúsàájú, ti apá kan@
@participant@|@oníbàpín@
@participation@|@ibápín@
@particular@|@àfiyèsíìdí, pàtàkì, ye fún@
@particularly@|@ní pàtàkì, pàápàá, pêlúpêlú@
@partition@|@ìkélé, ìlà, ìpín@
@partner@|@alábàáÿiÿë, alábàáÿiÿë, enìkejì@
@partnership@|@àjùmõÿe, àjùmõÿepõ@
@party@|@àjôyõ, apá kan, egbë, ôwö kan@
@pass@|@ìwé ìjáde, ìwé ìwôlé, ìwé ìyõdà, jáde ní ìlú, kôjá, õnà àárín òkè méjì, wõlú@
@pass (1)@|@ìwé ìjáde, ìwé ìjádelô, ìwé ìwôlé, ìwé ìwõlú, ìwé ìyõdà, jáde ní ìlú, kôjá, wõlú@
@pass out@|@dá kú, pín@
@passage@|@õnà  àjò lójú omi@
@passenger@|@èrò@
@passion@|@ìbínú, ìjánu, ìjìyà, inu ÿiÿó, inúfùfù, ìtara, ìwà@
@passionate@|@ní inú-fùfù, nítara, rúnú, ÿónú@
@passive@|@láìÿiÿë, nírêlê, pêlú sùúrù@
@passport@|@ìwé ìyõdà ìwõlú tàbí ìjádelô@
@password@|@ìwörõfún, kóòdù àwôlé, õrõ mímõ çnìkan ÿoÿo@
@past@|@àtijô, àtijö, kôjá, lëhìn, níkehìn@
@pastime@|@fàájì, ìdárayá, ìÿiré@
@pastor@|@àlùfáà, olúÿöö-àgùntàn, oníwàásù@
@pastry@|@àkàrà@
@pasture@|@ìje eran, koríko, oko tútù, pápá@
@pat@|@fi ôwö lù jëjë@
@patch@|@êlê, fi aÿô túnÿe, lê@
@patent@|@àÿe ìtösí nìkan, fihàn nígbangba@
@paternal@|@ti bàbá@
@paternity@|@ti bàbá@
@patience@|@ìfôwöranú, ìröjú, sùúrù@
@patient@|@aláìsàn, láìkánjú, ní sùúrù@
@patriotic@|@tí ó ní ìfë ilê nìtòótö@
@patrol@|@olùÿö@
@pattern@|@àpere, àwòrán, àwòÿe@
@pause@|@ìdákë, ìdúró, ìsimi@
@pave@|@fi òkúta të, rë@
@pavement@|@õnà àfesêrìn, õnà alámõ líle, õnà elësê@
@paw@|@èékánná eranko, ìkùkù@
@pay@|@owó oÿùöyà, san-wó@
@payable@|@sísan@
@payment@|@àdásan, ìsanwó@
@payroll@|@ìwé ìsanwó òÿìÿë@
@pea@|@irú êwà òyìnbó kan, pòpòndò@
@peace@|@àlàáfíà, ìfàyà balê@
@peaceful@|@lálàáfíà, onílàjà, onísùúrù@
@peach@|@irú èso kan@
@peacock@|@àgùfôn, eye ológe@
@peak@|@orì òkè, ÿóÿó@
@peanut@|@êpá@
@pear@|@irú èso kan@
@pearl@|@òkúta iyebíye@
@peasant@|@àgbê, aroko@
@peculiar@|@àjèjì@
@penis@|@okó@
@people@|@ènìyàn@
@pepper@|@ata@
@perchance@|@bóyá@
@perhaps@|@b yá@
@peril@|@ewu@
@period@|@àsìkò@
@person@|@ènìà@
@petition@|@êbê@
@petroleum@|@oil epo okò@
@pharmaceutical@|@egbòogi@
@piant@|@ajê, èsè, fi tìróò tàbí õdà kùn, kùn, õdà, tìróò@
@pick up@|@gbà@
@picture@|@àwòrán, àwòràn@
@pig@|@el d, elede@
@pigeon@|@eyeé@
@place@|@ibi@
@planet@|@ìràwò tí ñ yí oòrùn ká@
@plate@|@àwo, àwo@
@please@|@jo@
@plenty@|@õpõ@
@plum@|@èso kan bí ìyeyè@
@pocket@|@àpò@
@poison@|@oró; iwo; májèlé@
@porter@|@aláarù@
@possibly@|@bóyá@
@potato@|@kúkún dùkú; òdùkún; ànàmó@
@pour@|@dà@
@power@|@agbára@
@prodigal@|@àpà@
@qualification@|@êrí, ìjërìí ìwà, ìmúyé@
@qualified@|@ní ti ìmúyé, ti elêrìí, ti êyán@
@qualify@|@múyé, yán@
@quality@|@agbára, àwòmö, ìrí, ìwà@
@quantity@|@ìwõn, iye, títóbi@
@quarantine@|@ìdá ôkõ dúró nítorí àisàn, ìhámö nítorí àisàn@
@quarrel@|@ariwo, asõ, gbólóhùn asõ, ìjà, jà, sõ@
@quarrelsome@|@aláriwo, oníjà, tí ó lè jà@
@quarter@|@ìdámërin ohunkóhun@
@quay@|@èbúté, ibi ìgúnlê sí@
@queen@|@ayaba, ôba obìnrin@
@query@|@èrèdí, ìbéèrè, ÿe ìbéèrè@
@quest@|@ìwákiri@
@question@|@bi lérè, ìbéèrè, iyèméjì, ÿe ìbéèrè@
@questionable@|@àìdánilójú, ní ìrújú@
@questionnaire@|@ìwé ìbéèrè, ìwé ìwádìí@
@queue@|@títò, tò@
@quick@|@láyè, tàrà, tètè, yára@
@quickly@|@kánkán, kíákíá, nísìsìyí, tètè, wàrawàra, yárayára@
@quicksand@|@iyanrìn dídê@
@quiet@|@dákë, ìdákëjë, jëjë, pêlë@
@quit@|@fi sílê, kö sílê, lô kúrò, ÿe giri@
@quite@|@pátápátá@
@quiz@|@ìbéèrè, ìdánwò kúkúrú@
@quota@|@ìpín@
@quotation@|@àyölò@
@quote@|@ìdíyelé ôjà@
@rabbi@|@olùkö òfin Júù, olùköni@
@rabbit@|@ehoro onírun@
@rabies@|@àìsàn ìyawèrè ajá@
@raccoon@|@eranko bí òyà@
@race@|@eré ìje, êyà, ìdílé, ìran, iré sísá, irú, sá, sáré@
@racetrack@|@gbàñgbà ìsúré ìjé@
@racism@|@ìmëyà@
@racist@|@akórira elòmíràn nítorí ìràn, amêyà@
@radar@|@êrô ìwõn eré sísá ôkõ@
@radiation@|@ìtànná, ríràn bí oòrùn@
@radiator@|@êrô ìmóoru@
@radical@|@tègbò-tìgàgaá, ti gbòýgbò, ti ìpilêÿe@
@radio@|@êrô gbohùngbohùn, rédíò@
@radioactive@|@èlò eléwu, ohun ìpanilára, ohun olóró@
@radish@|@ohun õgbìn kan@
@radius@|@ìdáméjì òbìrìkìtiì@
@rag@|@àkísà@
@rage@|@ìbínú, ìrunú@
@raid@|@gbé sùnmõmí, gbógun sí, ìgbógun-tì, rölù, sùnmömí@
@raid(1)@|@jadì@
@rail@|@ôgbà irin/igi ojú irin rélùwé@
@railroad@|@ôkõ ilê rélùwé@
@rain@|@òjò@
@rainbow@|@òÿùmàrè@
@raindrop@|@õÿôrô òjò@
@rainy@|@ôjô òjö, ti òjò@
@raisin@|@èso àjara@
@rake@|@hôlê, irin ìhôlê, kó jô@
@ram@|@àgbò, ràgò@
@ramp@|@õnà gêrëgêrë onípákó@
@ranch@|@oko eran-ösìn@
@random@|@alábáàpàdé láìròtêlë@
@range@|@gígùn ìnà, iyeoríÿi, òkè gíga@
@rank@|@egbë, ipò@
@ransom@|@ìgbàsílê, ìràpadà, ìràsílê, owó ìdásílê@
@rape@|@ìbábìnrin lòpõ ní dandan, ìbálò obìnrin nítipá@
@rapid@|@yára kánkán@
@rapture@|@ayö púpöayö ayöjù@
@rare@|@aìpõ, ÿõwön@
@rash@|@êêyièésúara sísú@
@raspberry@|@ëyà àgbáyun kan@
@rat@|@èkútéöfonlárìnká@
@rate@|@iye òÿùwön@
@rather@|@dí, dí, kúkúsànjùbókànràn@
@ratify@|@fi ohùn sí, pinnu@
@rational@|@ní iyè nìnúlôgbôn nìnú@
@rationalize@|@ÿe àlàyé pëlú ôgbôn èrò orí@
@rattle@|@pariwomí pekepekekígbe@
@ravage@|@bàjë, fi ÿòfò, parun, sô di ahoro@
@raven@|@eye ìwo@
@ravine@|@àfonífojì ñlá àlàfo jíjìn@
@raw@|@àìsè, tutù@
@ray@|@ìtànsan ìmôlë@
@razor@|@abë, abe ìfárí@
@razor blade@|@abe@
@reach@|@dé, fi-kàn, nà@
@react@|@fèsì@
@reaction@|@ìpadà-sêhìnàdëhìnböèsì@
@reactor@|@afèsì@
@read@|@kàkàwé@
@readable@|@oníkíkàtí ó ÿeé kà@
@reader@|@akàwé, akàwéökàwékàwékàwé@
@reading@|@iwé kíkà@
@readujst@|@tún túnÿe tún túntò lêsese@
@ready@|@múraÿe tányá@
@real@|@tòótôdájúlódodoojúlówó@
@real estate@|@nipá ti ilé títà tàbí ríràilë@
@realism@|@ìbáyémuòtító@
@realist@|@ojúlówó ènìà@
@reality@|@òdodo, òtítô@
@really@|@dájúdájúnítòótô lódodo pàtó@
@reappear@|@tún fara hàn tún yô@
@rear@|@dàgbàkô lí ëkô, êhìn, lêhìn@
@rearrange@|@tún tò lêsese@
@reason@|@ìdíìtorínípaeredíôgbôn èrò orí@
@reasoning@|@lílo ôgbônìlò ôgbôn èrò oríìdí@
@reassurance@|@àtúndálójú@
@reassure@|@tún mú dálójú@
@rebate@|@ëbùnàõfàníìfàèrè@
@rebel (m)@|@ölôtëaÿágun@
@rebel(f)@|@aÿágun, ölôtë@
@rebellion@|@ötëìÿötëtëmbëlëkún@
@rebellious@|@ölôtëtí ó ní ötë@
@rebuild@|@tún kô tún mö@
@recall@|@pè padà, rántímú-wá sí ìrántí@
@recapture@|@tún mú-lêrú@
@recede@|@fà-sêhìnpadà sêhìn@
@receipt@|@ìwé ìrajàìwé ìjêwôgbígbà@
@receive@|@gbà padarí-gbàtêwôgbà@
@recent@|@ní titunní löôlöôyi@
@recentlty@|@ní löôlöôyiÿëÿë@
@recess@|@àkókò ìsimi àwôn ômô ilé ëkô@
@recession@|@ìpadà séhìnìrëhìnàínílôsíwájú@
@recipe@|@apéjúwe@
@recipient@|@olùgbà@
@reciprocal@|@ÿe pàdàpàÿípàrö@
@reciprocate@|@ÿe pàÿípàròÿe àrö@
@red@|@pón; pupa@
@regret@|@àbámö@
@religion@|@ìsìn; èsìn@
@reply@|@dáhùn, èsì, fèsì@
@request@|@b@
@respond@|@dáhùn, fèsì@
@return@|@dá..padà@
@rice@|@ìr sì@
@river@|@odò@
@road@|@õnà ôlödà, õnà olókúta@
@rock@|@àpátaòkútañlá@
@roof@|@òrùlé@
@room@|@yàrá@
@rose@|@òdòdó olóòrùn dídùn@
@sack@|@àpò, nlà akalambi@
@sacrifice@|@ebô@
@sad@|@bínújê, fajúro@
@saddle@|@gárìasá@
@sadness@|@ìbànújê, ìbínújêìfajúro@
@safe@|@láìléwulálàfíà@
@safety@|@ibi àìléwuàìléwuìgbàlà@
@sail@|@tàgbòkunÿíkö@
@sailboat@|@ækö onígbòkun@
@sailor@|@atukõ@
@saint@|@ènìyàn mímö@
@salary@|@owó iÿë, owó õyà, owó oÿù@
@sale@|@ìta ôjà gbàýjo@
@salesman@|@ôlöôjà, oníÿòwò@
@saleswoman@|@ôlöjà, oníÿòwò@
@saliva@|@itö enu@
@salmon@|@irú eja nlá kan@
@salt@|@iyõ@
@salty@|@oníyõ, tí iyõ já@
@salute@|@ìkíniniìkí@
@salvation@|@ìgbàlà@
@same@|@ìkaánnà@
@sample@|@àpéjúwèé, àpere@
@sanction@|@iìóhùnsíìjêwôsí ìyöda@
@sand@|@iyanrìn, iyêpê, yanrìn@
@sandal@|@bàtà, ìbõsê sálúbàtà@
@sandwich@|@irú oúnje ìpanu kan@
@sandy@|@ní iyanrìnkìkì iyanrìn@
@sane@|@yéleratí ara rë le@
@sanitation@|@êkö nípa ìtöjú ìlera ènìyà, ìmô ìtöjú ìlera àgbàlú@
@santuary@|@ààbò@
@sap@|@oje igi@
@sapphire@|@òkúta pupa oníyebíye@
@sarcastic@|@pêlú êgàn@
@sardine@|@irú eja kékeré kan@
@satellite@|@ìgbèríkoômô ëhìn@
@satisfaction@|@àlàáfíà, ìtëlörùn@
@satisfactory@|@nítêëlörùn, tí ó kúnni lójú@
@satisfy@|@kún lójú, të lörùn@
@Saturday@|@ôjö kefà õsê@
@sauce@|@ôbê@
@sausage@|@irú eran jíje kan@
@savage@|@níkàrorò@
@save@|@fi pamö, yô nínú ewu@
@savings@|@ìfowópamö@
@saw@|@ayùn, rê-igiyùnrí@
@saying@|@örö sísô, sísô, wíwí@
@scab@|@èépá, èpo@
@scald@|@ìbu omi gbígbóná dà jó@
@scalp@|@agbárí@
@scandal@|@ohun ikose ëëgàn àbùkù ìsôkúsô@
@scar@|@àpá, ojúàpá egbòàléébù@
@scarce@|@ÿöwônàìkunàìtó@
@scare@|@dêrùbà, ìdêrùbà, ÿöwônàìkunàìtó@
@scatter@|@dà, dà, fúnkátúká@
@scenery@|@àwòmôranìrí ilê yíkáìwo ilë@
@scenic@|@ti ìran dídára@
@scent@|@òórùn dídùn@
@sceptical@|@oníyèméjì@
@schedule@|@lanàèròìmò@
@scholar (f)@|@akéköô, ôlôgbôn, ömöwé@
@scholar (m)@|@akéköô, ôlôgbôn, ömöwé@
@school@|@ilé ìwé àjô ìkôöwéilé ëkô@
@schooling@|@ëkô kíkôìwé kíkô@
@scibble@|@kô sílê@
@science@|@ìmö  ôgbônòye ëkô ìjìnlë@
@scientific@|@ti ôgbônti ìmö@
@scientist@|@ôlôgbôn ìjìnlë@
@scientist (m)@|@ôlôgbôn ìjìnlë@
@scissors@|@àlùmögàjí@
@scold@|@bá-sô, báwí, sasö@
@score@|@ìÿírò@
@scorpion@|@àkekèéàkerekèreòjögán@
@scrape@|@hahánwàhálà tí a fi ôwô eni fà@
@scratch@|@ìyaléèkánnáìhô@
@scream@|@hankígbekéhan goro, igbe híhan@
@screen@|@àbò, àte agbàwórán-tàn, ìbojú@
@screen(1)@|@àte agbàwórán-tànojú-telifíÿàn@
@screw@|@dè, ìdè@
@screwdriver@|@êrô èlò fún dídè@
@script@|@ìwé àfôwôkô@
@scripture@|@Bíbélì Mímö, Ìwé Mímö Õrõ Ôlörun@
@scrub@|@fö, gbo@
@sculpture@|@ère gbígbê@
@sea@|@òkun omi-iyö@
@sea lion@|@kìnìún inú omi@
@seagull@|@eye àkö@
@seal@|@erinmi kékeré, ìwé tàbí ámì ìfìwé ránÿé@
@seam@|@etí aÿô@
@search@|@ìwádìí àwaárí, ÿe ìwáríwáàdíwákiri@
@seashore@|@etí odò@
@season@|@àkókò@
@seasonal@|@ti ìgbà@
@seat@|@àga, ìjokòó@
@seaweed@|@koríko etí òkun@
@second@|@èjìèkejì, ìÿëjú@
@secondary@|@ti èkejì èyítí ó tëlé@
@secrecy@|@àÿírí, ìkõkõ@
@secret@|@àsírí, níkököl'ábêlël'áÿìríí, ohun ìkökö àÿíríabê@
@secretary@|@akõwé@
@secretly@|@l'ábêlë, níkökö@
@sect@|@egbêìyàpà ìsìnaládamö@
@section@|@apá, apákàanìpín@
@sector@|@ìpínôwô@
@secure@|@láìléwu@
@security@|@ìbôlôwô ewu, onígbowó@
@sedate@|@kùn lóorun@
@sedation@|@ìkùn lóorun@
@sedative@|@ohun tí kun ni lóorun@
@sediment@|@gëdëgêdë@
@sedregate@|@ya ara sôtöfi àlà sí@
@seduce@|@gbàláyabà jêtàn jedewò rélô@
@seductive@|@agbàláya dídewò@
@see@|@bá, bá, rífojú ríríìran@
@seed@|@irúgbìnirú-ômô@
@seek@|@wáwá-kiribéèrè@
@seem@|@ÿe bíenipéÿe àfihàndábíjô pé@
@seemly@|@yetôdára@
@segment@|@ìkékúròìrépé@
@seize@|@fi agbára gbàgbámúmú ní ipá@
@seizure@|@wárápá@
@seldom@|@ní daindainlêëköökan@
@select@|@ÿàyàn@
@selection@|@ìÿàyàn@
@self@|@tìkara@
@selfish@|@tí ó mô ti ara rë nìkan@
@serpent@|@ejò@
@seven@|@meje@
@seven hundred@|@ogorun meje@
@seventeen@|@metadilogun@
@seventy@|@adorin@
@shade@|@ibòòji@
@shed@|@dà@
@sheep@|@àgùtàn@
@sheet@|@ewé@
@ship@|@okò@
@shoe@|@bàta@
@shoes@|@bata@
@short@|@kúrú@
@side@|@apá@
@sightless person@|@af jú@
@silk@|@aso sèdà@
@silver@|@fàdákà@
@sin@|@êÿê@
@sister@|@aburo@
@six@|@mefa@
@six hundred@|@ogorun mefa@
@sixteen@|@merindilogun@
@sixty@|@ogota@
@skin@|@awo@
@sky@|@órunojú órun@
@slave@|@erú, erú@
@small@|@kékeré, kéré@
@snake@|@ejò@
@snow@|@ìrì dídìòjò dídì@
@soap@|@oseàwénùàwéfínàwédá@
@soil@|@il@
@some@|@dí, enìkan@
@somebody@|@enìkan@
@someone@|@enìkan@
@somewhat@|@dí@
@son@|@omokùnrin; omo-ilé@
@sound@|@ìró, ìró@
@spear@|@õkõ@
@spider@|@aláòtakùnelènà@
@spoon@|@síbí; ìgbako.@
@spot@|@ibi@
@spring@|@ìgbà rírú ewé@
@steel@|@irin@
@stomach@|@ikun@
@stone@|@òkò, òkúta@
@storm@|@ìjìéfúfu líleìkolù@
@story@|@ìtàn@
@strange@|@àjèjì@
@stranger@|@àlejò@
@street@|@ónà ìgboro ìlúìtaòpópó@
@strength@|@agbára@
@stupid@|@g@
@subway@|@ôkõ-abëlê rélùwe, ôkõ-ilê@
@such a@|@bí@
@such as@|@bí@
@sugar@|@ìrèkéiyó òyìnbó@
@summer@|@ìgbà érùnìgbà oru@
@sweat@|@õgùn@
@swine@|@el d@
@system of pawning@|@igbà@
@table@|@tábílì; ìtéjú; ètò@
@tail@|@ìrú@
@take@|@gbà, ní, rà, rí-gbà, ÿe@
@tale@|@àlö, ìtàn@
@talent@|@êbùn àbínibí, êbùn Ôlörun, iye òÿùwõn kan@
@talk@|@õrõ sísô@
@tall@|@gàgàrà, gíga, gùn@
@tame@|@ìtùlójú, tí ojú rêmôlê, títùlójú@
@tan@|@irú àwõ kan@
@tank@|@àgbá nlá, àmù onírin, ìkòkò, odù þlá ìgbómi sí@
@tanker@|@ôkõ omi@
@tap@|@êrô omi, ìfà omi@
@tape@|@ôjabule tínrín, okùn ìdèmölê@
@tape (1)@|@ìgbohùn ìròhìn sórí êrô@
@tar@|@õdà@
@tarantula@|@aláýtakùn slá olóró@
@target@|@àmì fún ìbôn títa, apata, asà@
@target (1)@|@ohun tàbí enití a yàn ÿojú@
@tariff@|@owò ôjà rírà ìdíyelé ñýkan@
@task@|@iÿë, iÿë kàyééfì@
@taste@|@ìtöwò@
@tasteful@|@dùn, ládùn@
@tasteless@|@láìládùn, të@
@tasty@|@àdídùn, ládùn@
@tattoo@|@àmì êÿö ara, fèrè ológun@
@tax@|@ìbuwólé, owó-ìlú, owó-òde@
@taxation@|@ìbuwólé, ìdáwó-òde lé owó-ìlú@
@taxi@|@ôkõ ayökëlë agbèrò@
@tea@|@tíì@
@teacher@|@akönilëkõö, olùkö, olùköni@
@teacher (m)@|@olùköolùköniakönilëkõö@
@teamwork@|@àkójôpõ iÿë@
@tear@|@fàyaya, ìfàya, omijeekún@
@tease@|@töyô-lënuyô-lóhùn@
@teat@|@ÿönÿö ômú eranko@
@technical@|@jíjçmö iÿë ônà@
@technicality@|@õràn tí íÿe tolófinolófin@
@technician@|@oníÿë ônà@
@technology(1)@|@ÿe ìfàgùn ìgbésí ayé ènìà@
@teenager@|@õdómôbìnrinèwe, õdómôkùnrinèwe@
@teeth@|@eyin@
@telegram@|@ìránÿë êrô oníwáyà láti òkèrè@
@telegraph@|@okùn êrô ìjíÿë lókèrè@
@television@|@êrô àwòrán ìtajìtelifíÿàn@
@temper@|@ìbínúìrunúimúyeìgbà  ipò@
@temperamental@|@àjemö ìwà inú@
@temple@|@ilé ìsìn ölörun tàbí òrìÿà@
@temporary@|@wíwà fún ìgbá díê@
@tempt@|@dánwò tán ÿe búburúwò lójú@
@temptation@|@ìdánwòêtàn@
@tempting@|@títan ni wíwu nidídánniwò@
@ten@|@êwámëêwá@
@tenant@|@ayálégbéaráálé, ayálégbéaráálé@
@tendence@|@ìdarísíìtêsíipaõnàìtöka sí@
@tender@|@rõtùnú@
@tendon@|@iÿan ara@
@tennis@|@irú eré kan@
@tense@|@ìgbààkókò tí a ÿe nkan, líle láti têbayi@
@tension@|@inúfu-êdõfulíleìfàleìfàgùnnínà@
@tent@|@àgö@
@tenth@|@êkewàákewàá@
@term@|@àlà ìpìnlêòpin, ìgbààkókò, ìgbààkókò, õrõ@
@terminal@|@èbúté ôkõ rélùwe@
@terminology@|@orúkôõrõ ìperí@
@termite@|@ikánetutu@
@terrace@|@ibi ìtëjú ilé@
@terrain@|@ojú ilê@
@terrible@|@ní ìbêrùlërù banilërù@
@terribly@|@níbanilërù@
@terrific@|@ní ìbêrùlékè@
@terrifying@|@bíbanilërùdídërùbà@
@territory@|@ilê  agbègbè ìlú@
@terror@|@êrùìpàyàìjáiyà@
@terrorism@|@dídërùbaniìpaniláyà@
@test@|@dán-wò, ìdánwò, ìpejöìdánwò@
@testament@|@ìwé májêmúìwé ìhágun@
@testemony@|@êríìjëêríìjëêrísí@
@testicle@|@epõnkóro epõnworopõn@
@text@|@õrõ ìwéìpilêsô õrõ@
@textbook@|@ìwé êkö kíkà@
@texture@|@ìwõnara aÿô@
@than@|@ju ti ju ki ju pé@
@thank you@|@o se@
@thankful@|@kún fún ôpëpõ lí ôpëôlöpë@
@thankless@|@láìlöpëláìmôreláìfôpëfún@
@thanks@|@ìdúpëôpë@
@that@|@èwo, èwo, yen@
@the girl is very beautiful@|@ômôbìnrin náà lëwà púpõ@
@there@|@ib@
@they@|@àwon@
@thirteen@|@metala@
@thirty-eight@|@mejidilogoji@
@thirty-five@|@marundilogoji@
@thirty-four@|@merinlelogbon@
@thirty-nine@|@mookandilogoji@
@thirty-six@|@merindilogoji@
@thirty-three@|@metalelogbon@
@thirty-two@|@mejilelogbon@
@thou@|@ìwo@
@three@|@meta@
@three hundred@|@ogorun meta@
@thrirty@|@ogbon@
@thrity-one@|@mokanlelogbon@
@thrity-seven@|@metadilogoji@
@tie@|@dì@
@tie up@|@dì@
@tiger@|@àmòtékùn@
@timber@|@igi@
@time@|@ìgbà@
@to@|@bà@
@to abbreviate@|@gé kúrú, ÿekù@
@to abduct@|@fa juro ré lô, gbé sálô@
@to abide@|@bágdé@
@to abolish@|@parë, sô dasán, sô dòfo@
@to absorb@|@fàmu, lá, mì, mu tán@
@to abstain@|@fà sehin, së ra, takété@
@to abuse@|@bú, lò lönà àìtö, lò nílòkulò, pè lórúKôkórúkô@
@to accelerate@|@mú lô síwájú, mú yára@
@to accept@|@gbà, tëwögbà@
@to accommodate@|@fùn láyè@
@to add@|@bù sí, fi kún, fi sí, rò põ@
@to address@|@bá-sõrõ, sô-sí@
@to bar@|@fi búdí-lôwô, fi opere dè@
@to can@|@lè ÿelèlágbára@
@to caress@|@fàmôrakíkêgbà-môrafôwô-palára@
@to change@|@ÿê-owópàrö@
@to check@|@dá-dúrókí-wô@
@to chip@|@ÿe êrún igigé igi sí wêwê@
@to dawn@|@bêrêsí fi ara hàn, molë@
@to decay@|@bàjë, rà@
@to default@|@ÿe àbùkù@
@to encounter@|@dojúkôkôlùpàdégun bá pàdé@
@to feed@|@bôfún lónjenùn@
@to finance@|@ÿe ìnáwó@
@to gain@|@jèrè, rí gbà, rí ÿe@
@to go@|@lô, rìn, ýÿó@
@to have@|@nípàlaáraní@
@to hide@|@fipamôfara pamôlúmô@
@to import@|@mú láti òkèrè wô ìlú@
@to increase@|@pösidàgbàwú@
@to mark@|@fi àmì sí, kíyèsí, sàmì sí@
@to massacre@|@fö bàjë, pa ní ìpakúpa, parun@
@to massage@|@pa ara fún ìwòsàn, para, wö ara@
@to master@|@borí, kápá, káwö, kô, ÿëgun@
@to neglect@|@gbójúfò dá, ÿe àìbìkítà, ÿe àìfiyèsí, ÿe ìgbàgbé@
@to neglect (1)@|@gbiyèfò@
@to notify@|@sô di mímöwí-fúnkìlö fún@
@to obey@|@gbàgbö, gböràn, teríba@
@to observe@|@fojú sí, rí, sô õrõ, ÿàkíyèsí, ÿö@
@to offer@|@fí-fúnfi-lörúbô@
@to oppose@|@dojú ìjà kô, takò, tì láyà, ÿe ìdènà, ÿòdì sí@
@to oppose (1)@|@ÿe ôwö òdì sí@
@to oppress@|@dálóró, ni-lára, pön-lójú, rë-je, tê mole@
@to park@|@dá ôkõ dúró sí ojú kan@
@to participate@|@bá-pín@
@to quarrel@|@ÿawõ, ÿe gbólóhùn asõ@
@to quiz@|@dánwò, ÿe ìbéèrè@
@to quote@|@sô iye owó ohun@
@to raise@|@gbé dúró, gbé lékè, gbé sókè@
@to rape@|@fi ipá bá obìnrin lò@
@to ration@|@pín kélekèle@
@to sacrifice@|@fi sílë, rúbô ÿebô@
@to salute@|@kí@
@to say@|@sô, wí@
@to scald@|@bu omi gbígbóná dà jódà jó@
@to scratch@|@ha, hô, yún@
@to seal@|@lê@
@to sell@|@tà fi gbowó@
@to some extend@|@dí@
@to talk@|@fôhùn, sô, sõrõ, wí@
@to tame@|@tù lójú@
@to tattoo@|@bu-ilà sí ara, fín ara, kôlà, ÿàmì sí ara@
@to teach@|@kö lëkõö, ÿí-níyè@
@to tell@|@kö lëkõö, wí fúnsô fúnka iyesô@
@to terrify@|@dërùbàpa-laíyà dá níjìjá-láyà@
@to terrorize@|@dërùbàpa-layà  já-láyà@
@to testify@|@ÿe ìjëêríjëêrí sí@
@to thank@|@dúpëÿôpëfôpë fún@
@to undertake@|@dáwölé@
@to vacate@|@fi àyè sílë fún, parê, sô di asán ÿe òfòfi ipò síl@
@to vaccinate@|@bupá, kô naunba@
@to value@|@ìdíyelé@
@to verify@|@fohùn sílêrìsííòtìtö@
@to wait@|@dúró@
@to walk@|@fi esê rìn, rìn@
@to want@|@fë, fêfê-kù, ÿe àìní@
@to warn@|@ÿe ìkìlõ fún@
@to wash@|@fö bô, wë@
@to watch@|@wò-ran, ÿe àkíyèsíbójútó, ÿô wò@
@to water@|@fún ní omibomiwônbomirin@
@to wave@|@juwó sí@
@to yawn@|@yán@
@to yell@|@bú, ké ramúramù, kô@
@to yield@|@múwá, san, so, yôdà@
@tobacco@|@ewée tábàkátabá@
@today@|@lóòníojó? òní@
@toe@|@omo-ese@
@tomato@|@tùmátì@
@tomorrow@|@òlalóòla@
@tongue@|@ahon, èdè, èdè@
@too@|@w@
@tooth@|@ehínerìgiògàn@
@tower@|@ilé ìsó gígailé èsó@
@tree@|@igi@
@trip@|@àjò@
@truth@|@òdodo, òtítóòdodo@
@tulip@|@orúko. òdòdó kan@
@twelve@|@mejila@
@twenty@|@ogun, õgún@
@twenty-eight@|@mejidilogbon@
@twenty-five@|@medogbon@
@twenty-four@|@merinlelogun@
@twenty-nine@|@mokandilogbon@
@twenty-one@|@mokanlelogun@
@twenty-seven@|@metadilogbon@
@twenty-six@|@merindilogbon@
@twenty-three@|@metalelogun@
@twenty-two@|@mejilelogun@
@two@|@eji, meji@
@two hundred@|@ogorun meji@
@udder@|@ômú eranko, ômú màlúù@
@ugly@|@burëwà, lábùkù, láìlëwà@
@ulcer@|@egbò, ojuju tí rà, ooju@
@ultimate@|@tí ó gbêhìn, tí ó jìnnà jùlô, tí ó pin sí@
@umbrella@|@agbòjò, agbòrùn@
@unarmed@|@láìdi ìhámöra ogun, láìmúra ìjà, láìmúra ogun@
@unauthorized@|@láìní àÿe, tì a kò tíì fi àÿç fún@
@unavoidable@|@láìlèyêkúrò, láìlèyêsílê@
@unaware@|@láìmõ, láìròtëlê, lójijì@
@unbearable@|@tí a kò lè faradà, tí a kò lè gbà@
@unbelievable@|@áìgbàgbö@
@uncertain@|@láìdánilójú, láìlègbëkêlé, níyèméjì@
@uncle@|@arákùnrin bàbá, arákùnrin ìyá@
@unclear@|@láìdáÿáká@
@uncommon@|@kúgbà, láìwöpõ, láìÿegbà, láìÿõpõ@
@unconciously@|@láláìlérò, láláìmõ nínú@
@unconditional@|@láìjëtiwíwõn, láìkayelé, ti aláìwõn@
@unconfortable@|@láìrôrùn@
@unconscious@|@láìlérò, láìmõ nínú@
@uncontrollable@|@láìlèkóníjanu, tí a kò lè kó ní ìjanu@
@under@|@lábë, nísàlê@
