@English@|@Russian@
@sunshade@|@зонтик@
@sunshine@|@хорошая погода@
@sunspot@|@веснушка@
@sunstroke@|@солнечный удар@
@sunup@|@восход солнца@
@sunward@|@обращенный к солнцу@
@sup@|@глоток@
@super@|@сверх@
@superabundant@|@излишний@
@superannuate@|@увольнять по старости@
@superannuated@|@вышедший на пенсию@
@supercargo@|@суперкарго@
@supercharge@|@перегружать@
@supercharger@|@нагнетатель@
@supercharging@|@наддув@
@superciliary@|@надбровный@
@supercilious@|@надменный@
@supercomputer@|@супер-эвм@
@superconductivity@|@сверхпроводимость@
@supercool@|@переохлаждать@
@superego@|@сверх-я@
@superfecundation@|@сверхоплодотворение@
@superficial@|@поверхностный@
@superficies@|@поверхность@
@superfine@|@высшего сорта@
@superfluity@|@излишество@
@superheat@|@перегрев@
@superhuman@|@сверхчеловеческий@
@superimpose@|@накладывать@
@superincumbent@|@лежащим (adj)@
@superinduce@|@вводить дополнительно@
@superintendent@|@начальник@
@superior@|@превосходящий@
@superiorly@|@лучше@
@superlative@|@высочайший@
@superlunary@|@надлунный@
@superman@|@сверхчеловек@
@supermarket@|@супермаркет, универсам (noun)@
@supernal@|@небесный@
@supernatant@|@всплывающий@
@supernatural@|@сверхъестественный@
@supernormal@|@превышающий норму@
@supernumerary@|@сверхштатный@
@superphosphate@|@суперфосфат@
@superpose@|@накладывать@
@superposition@|@суперпозиция@
@superpower@|@сверхдержава@
@superrealism@|@сюрреализм@
@supersaturate@|@перенасыщать@
@superscribe@|@надписывать@
@superscript@|@надписанный@
@supersensible@|@сверхчувственный@
@supersonic@|@сверхзвуковой@
@superstition@|@суеверие@
@superstitious@|@суеверный@
@superstructure@|@верхнее строение@
@supervene@|@следовать за@
@supervise@|@надзирать@
@supervising@|@наблюдающий@
@supervision@|@надзор@
@supervisor@|@наблюдатель@
@supination@|@вращение наружу@
@supine@|@ленивый@
@supper@|@ужин, ужинать@
@supplant@|@выживать@
@supple@|@уступчивый@
@supplement@|@приложение@
@suppliant@|@проситель@
@supplicant@|@умоляющий@
@supplies)@|@подойдите, подойдите, подходишь, подхожу@
@supplies); to mature@|@подойти, подходить@
@supply@|@доставлять@
@supply/am supplying@|@подаю (verb: ia/pres/1ps)@
@supply/are supplying@|@подаём (verb: ia/pres/1pp), подаёте (verb: ia/pres/2pp), подаёшь (verb: ia/pres/2ps), подаю́т (verb: ia/pres/3pp)@
@supplys/is supplying@|@подаёт (verb: ia/pres/3ps)@
@support@|@поддержка, помощь (noun)@
@support; standby; hold up; maintain; sustain; befriend; keep up@|@поддерживать@
@supporter@|@приверженец@
@supporting@|@поддерживающий@
@suppose@|@думать, предполагать (verb)@
@supposed@|@мнимый@
@supposing@|@если@
@supposition@|@предположение@
@suppository@|@свечка@
@suppression@|@подавление@
@suppurate@|@гноиться@
@suppuration@|@нагноение@
@supra@|@выше; ранее@
@supramaxilla@|@верхняя челюсть@
@supraorbital@|@надглазничный@
@suprarenal@|@надпочечный@
@supremacy@|@верховная власть@
@supreme@|@верховный@
@surcharge@|@перерасход@
@surcingle@|@подпруга@
@surd@|@иррациональный@
@sure@|@уверенный@
@surely@|@наверное, несомненно@
@surety@|@поручитель@
@surf@|@прибой@
@surface@|@поверхность@
@surfacing@|@обточка плоскостей@
@surfeit@|@излишество@
@surfing@|@серфинг@
@surge@|@большая волна@
@surgeon@|@хирург@
@surgery@|@хирургия@
@surgical@|@хирургический@
@surly@|@угрюмый@
@surmise@|@предположение@
@surmount@|@преодолевать@
@surname@|@фамилия@
@surpass@|@превосходить@
@surpassing@|@превосходный@
@surplice@|@стихарь@
@surplus@|@излишек@
@surplusage@|@излишек@
@surprise@|@сюрприз@
@surprising@|@неожиданный@
@surprisingly@|@удивительно@
@surrealism@|@сюрреализм@
@surrender@|@капитуляция@
@surrogate@|@заменитель, замещать@
@surrounding@|@близлежащий@
@surtax@|@добавочный налог@
@surveillance@|@надзор@
@survey@|@обзор@
@surveying@|@съемка@
@survival@|@выживание@
@survive@|@выжить@
@susceptibility@|@восприимчивость@
@susceptible@|@впечатлительный@
@suslik@|@суслик@
@suspect@|@думать, подозрительный, предполагать (verb)@
@suspend@|@вешать (verb: ia/inf)@
@suspended@|@подвесной (noun), подвешенный@
@suspender@|@подвязка@
@suspense@|@неизвестность@
@suspension@|@висячий, подвесной (noun)@
@suspensory@|@поддерживающий@
@suspensory bandage@|@суспензорий@
@suspicion@|@подозрение@
@suspicious@|@подозрительный@
@suspire@|@вздыхать@
@sustained@|@устойчивый@
@sustaining@|@поддерживающий@
@sustenance@|@питательность, пища (noun)@
@susurration@|@легкий шорох@
@sutler@|@маркитант@
@suture@|@шов@
@suzerain@|@суверенное государство@
@suzerainty@|@протекторат@
@svelte@|@стройный@
@swab@|@швабра@
@swabber@|@уборщик@
@swaddle@|@пеленать@
@swaddling clothes@|@пеленки@
@swag@|@котомка@
@swage@|@ковочный штамп@
@swagger@|@важный вид@
@swain@|@деревенщина@
@swallow@|@глоток, поглощать (verb:)@
@swallowing@|@акт глотания@
@swallowtail@|@раздвоенный хвост@
@swamper@|@разнорабочий@
@swan@|@лебедь@
@swank@|@хвастовство@
@swanky@|@шикарный@
@swap@|@обмениваем, обмениваете, обмениваешь, обменивать, обмениваю, обменивают, обменять@
@swaps@|@обменивает@
@sward@|@газон@
@swarm@|@стая@
@swarms@|@стаях@
@swart@|@смуглый@
@swarthy@|@смуглый@
@swash@|@плескать@
@swashbuckler@|@головорез@
@swastika@|@свастика@
@swatch@|@образчик ткани@
@swathe@|@бинт@
@swatter@|@хлопушка для мух@
@sway@|@влияние, качание@
@swear@|@клясться@
@swearing@|@ругательство@
@swearword@|@бранное слово@
@sweat@|@пот@
@sweater; jersey; pullover; slip-on; slip-over@|@свитер@
@sweating@|@потение@
@sweaty@|@потный@
@swede@|@брюква@
@swedish@|@шведский@
@sweep@|@подметать@
@sweeping@|@уборка@
@sweeps@|@подметает@
@sweepstake@|@пари на скачках@
@sweepstakes@|@игра на скачках@
@sweet@|@сладкий@
@sweetbrier@|@шиповник@
@sweeten@|@подслащивать@
@sweetening@|@подслащивание@
@sweetie@|@конфетка@
@sweetly@|@сладко@
@sweetmeat@|@конфета@
@sweetness@|@сладость@
@swell@|@шикарный@
@swelling@|@вздымающийся@
@swelter@|@зной@
@swerve@|@поворот@
@swift@|@мотовило, скорый, скорый; стриж@
@swiftness@|@быстрота (noun)@
@swig@|@глоток@
@swill@|@полоскать@
@swim@|@плавание@
@swim/am swimming@|@плаваю (verb: ia/pres/1ps)@
@swimming@|@плавание@
@swimming pool; pool; reservoir; basin; drainage basin; catchment area; catchment basin@|@бассейне (noun:)@
@swimmingly@|@гладко@
@swims/is swimming@|@плавает (verb: ia/pres/3ps)@
@swindler@|@мошенник@
@swine@|@свинья@
@swineherd@|@свинопас@
@swing@|@поворотный@
@swinge@|@сильно ударять@
@swingeing@|@громадный@
@swinging@|@качающийся@
@swingle@|@трепало@
@swings/is swinging@|@поворачивают (verb: ia/pres/3ps)@
@swinish@|@свинский@
@swipe@|@сильный удар@
@swirl@|@водоворот@
@swish@|@свист, сечь@
@swiss@|@швейцарский@
@switch@|@выключатель@
@switch off@|@выключить@
@switch on@|@включать@
@switchback@|@американские горы@
@switchboard@|@щит управления@
@switching@|@коммутирование@
@switchman@|@стрелочник@
@Switzerland@|@Швейцарии@
@swivel@|@шарнирный@
@swizzle@|@род коктейля@
@swob@|@мазок@
@swollen@|@вздутый@
@swoon@|@обморок@
@swoop@|@менять@
@swop@|@обмен@
@sword@|@меч@
@swordplay@|@фехтование@
@swordsman@|@фехтовальщик@
@swore@|@присягнувший@
@sycamine@|@смоковница@
@sycamore@|@тутовая смоковница@
@sycophancy@|@низкопоклонство@
@sycophant@|@льстец@
@syllabary@|@слоговая азбука@
@syllabic@|@слоговой@
@syllabicate@|@разделять на слоги@
@syllabify@|@разделять на слоги@
@syllabize@|@разделять на слоги@
@syllable@|@слово, слог@
@syllabub@|@сливки с вином и сахаром@
@syllogism@|@силлогизм@
@sylph@|@грациозная женщина@
@sylvan@|@лесной@
@symbiosis@|@симбиоз@
@symbol@|@знак, символ, эмблема@
@symbolic@|@символический@
@symbolical@|@символический@
@symbolism@|@символизм@
@symbolist@|@символист@
@symbolize@|@символизировать@
@symmetric@|@симметричный@
@symmetrical@|@симметричный@
@symmetrize@|@делать симметричным@
@symmetry@|@симметрия@
@sympathetic@|@сочувственный@
@sympathize@|@симпатизировать@
@sympathy@|@симпатия@
@symphonic@|@симфонический@
@symphony@|@симфония@
@symphysis@|@сращение@
@symptom@|@симптом@
@symptomatic@|@симптоматический@
@symptomatology@|@симптоматология@
@synagogue@|@синагога@
@sync@|@синхронизировать@
@synch@|@синхронизировать@
@synchronism@|@синхронизм@
@synchronize@|@синхронизировать@
@synchronizer@|@синхронизатор@
@synchronous@|@одновременный@
@syncopate@|@сокращать слово@
@syncope@|@обморок@
@syndic@|@старшина@
@syndicate@|@синдикат@
@syndrome@|@синдром@
@synod@|@собор духовенства@
@synonym@|@синоним@
@synonymous@|@синонимический@
@synonymy@|@синонимика@
@synopsis@|@резюме@
@synoptic@|@синоптический@
@synoptical@|@сводный@
@synostosis@|@синостоз@
@syntactic@|@синтаксический@
@syntax@|@синтаксис@
@synthesis@|@синтез@
@synthesizer@|@синтезаторе@
@synthetic@|@синтетический@
@syphilis@|@сифилис@
@syphilitic@|@сифилитический@
@syphon@|@сифон@
@syringa@|@сирень обыкновенная@
@syringe@|@шприц@
@syrinx@|@свирель@
@syrup@|@сироп@
@system@|@система, способ@
@systematic@|@систематический@
@systematical@|@систематический@
@systematize@|@систематизировать@
@t@|@сокр. до, сокращение от саnnот@
@tab@|@петелька@
@tabard@|@камзол герольда@
@tabby@|@пестрый@
@tabernacle@|@храм, шатер@
@table@|@дощечка, стол, стола, столе, столом@
@tableau@|@живописная картина@
@tablecloth@|@скатерть@
@tableland@|@плоскогорье@
@tablespoon@|@столовая ложка@
@tablet@|@блокнот (noun:), дощечка, таблетка@
@tablets@|@таблетки@
@tableware@|@посуда (noun)@
@tabloid@|@бульварный, таблетка@
@taboo@|@священный@
@tabor@|@маленький барабан@
@tabouret@|@пяльцы@
@tabu@|@запретный@
@tabular@|@табличный@
@tabulate@|@плоский@
@tabulator@|@табулятор@
@tacit@|@подразумеваемый@
@taciturn@|@молчаливый@
@tack@|@гвоздик@
@tackle@|@снасти@
@tacky@|@липкий@
@tact@|@такт@
@tactful@|@тактичный@
@tactic@|@тактика@
@tactical@|@тактический@
@tactician@|@тактик@
@tactics@|@тактика@
@tactile@|@осязательный@
@tactless@|@бестактный@
@tactual@|@осязательный@
@tad@|@ребенок@
@tadpole@|@головастик@
@taffeta@|@тафта@
@taffy@|@валлиец@
@tafia@|@вид дешевого рома@
@tag@|@ярлык@
@tagged@|@меченый@
@tagger or "it" in a game of tag@|@водящий в игре в салки@
@taiga@|@тайга@
@tail@|@задний@
@tailboard@|@откидной борт@
@tailcoat@|@фрак@
@tailed@|@хвостатый@
@tailgate@|@низовые ворота@
@tailings@|@отходы@
@taillight@|@задний фонарь@
@tailor@|@портной@
@tailored@|@сделанный на заказ@
@tailoring@|@портняжное дело@
@tailpiece@|@хвостовая часть@
@tails@|@фрак@
@tailspin@|@штопор@
@tajik@|@таджикский@
@take@|@бери (verb: ia/im/inform), берите (verb: ia/im/form/plu), возьми, возьми (verb: pa/im/inform), возьмите (verb: pa/im/form/plu), выбирать, вывезти, доставлять, занимать, измерять, использовать, ловить, принимать (verb: ia/inf), принять (verb), садитесь, требовать@
@take a seat@|@садиться@
@take away@|@убирать@
@take horse@|@ехать верхом@
@take off@|@подражание@
@take off/am taking off@|@снимаю (verb: ia/pres/1ps)@
@take off/are taking off@|@снимаем (verb: ia/ores/1pp), снимаете (verb: ia/pres/2pp), снимаешь (verb: ia/pres/2ps), снимают (verb: ia/pres/3pp)@
@take out@|@вывезти, вывести (verb: pa/inf), выводить (verb: ia/inf), вынимаете, вынимаешь, вынимаю, вынимают@
@take out/am taking out@|@вывожу (verb: ia/pres/1ps)@
@take out/are taking out@|@выводим (verb: ia/pres/1pp), выводите (verb: ia/pres/2pp), выводишь (verb: ia/pres/2ps), выводят (verb: ia/pres/3pp)@
@take over@|@захват@
@take up@|@обсуждать@
@take/am taking@|@беру (verb: ia/pres/1ps)@
@take/are taking@|@берём (verb: ia/pres/2pp), берёте (verb: ia/pres/2pp), берёшь (verb: ia/pres/2ps), берут (verb: ia/pres/3pp)@
@takeoff@|@взлет@
@take-over@|@вступление во владение@
@taker@|@берущий@
@takes a quick bite/is taking a quick bite@|@перекусывает (verb: ia/pres/3ps)@
@takes off/is taking off@|@снимает (verb: ia/pres/3ps)@
@takes out/is taking out@|@выводит (verb: ia/pres/3ps)@
@takes/is taking@|@берёт (verb: ia/pres/3ps), принимает (verb: ia/pres/3ps)@
@taking@|@захват@
@talc@|@тальк@
@talcum@|@тальк@
@tale@|@рассказ@
@talent@|@талант@
@tale-teller@|@рассказчик@
@talipes@|@косолапость@
@talisman@|@талисман@
@talk@|@поговорить (verb:pa/inf), разговаривать@
@talk down@|@перекричать@
@talk for a while/am talking for a while@|@говорю (verb: ia/pres/1ps)@
@talk for a while/are talking for a while@|@говорим (verb: ia/pres/1pp), говорите (verb: ia/pres/2pp), говоришь (verb: ia/pres/2ps), говорят (verb: ia/pres/3pp)@
@talk over@|@обсуждать@
@talk/am talking@|@говорю (verb: ia/pres/1ps)@
@talk/are talking@|@говорим (verb: ia/pres/1pp), говорите (verb: ia/pres/2pp), говоришь (verb: ia/pres/2ps), говорят (verb: ia/pres/3pp)@
@talkative@|@разговорчивый@
@talked@|@поговорили (verb)@
@talker@|@разговорчивый человек@
@talkie@|@звуковое кино@
@talkies@|@кинофильмы@
@talking@|@говорящий, разговаривали@
@talks for a while/is talking for a while@|@говорит (verb: ia/pres/3ps)@
@talks/is talking@|@говорит (verb: ia/pres/3ps)@
@tall@|@высокий@
@tallboy@|@высокий комод@
@tallow@|@сало@
@tally@|@бирка@
@talmud@|@талмуд@
@talon@|@талон@
@talus@|@отвалочный материал@
@tambour@|@пяльцы, тамбур; барабан; пяльцы; круглые пяльцы; вышивка тамбурным@
@tambourine@|@бубен@
@tame@|@прирученный, ручное, ручной@
@tamer@|@укротитель@
@tamil@|@тамильский@
@tamp@|@набивать@
@tamper@|@трогать@
@tamping@|@трамбование@
@tampon@|@тампон@
@tan@|@загар@
@tana@|@военный пост@
@tang@|@резкий привкус@
@tangent@|@касательная@
@tangential@|@касательный@
@tangerine@|@мандарин@
@tangible@|@осязаемый@
@tangle@|@путаница@
@tango@|@танго@
@tank@|@бак (noun:)@
@tank top@|@майка (noun), майку@
@tank tops@|@майки (noun: plu)@
@tankage@|@осадок в баке@
@tankard@|@высокая пивная кружка@
@tanked@|@пьяный@
@tanker@|@танкист@
@tanner@|@дубильщик@
@tannery@|@кожевенный завод@
@tanning@|@дубильный@
@tans@|@загорает@
@tansy@|@пижма@
@tantalize@|@мучить@
@tantalum@|@тантал@
@tantalus@|@тантал@
@tantamount@|@равносильный@
@tantrum@|@вспышка гнева@
@Tanzania@|@Танзания@
@tap@|@кран, наливать, налить@
@tape@|@лента, лентой, ленты@
@tapeline@|@рулетка@
@taper@|@конический@
@tapering@|@тонкий и длинный@
@tapestry@|@гобелен@
@tapetum@|@крыша@
@tapeworm@|@солитер@
@tapped@|@налили@
@tapper@|@телеграфный ключ@
@tappet@|@кулачок@
@tapping@|@подключение к сети@
@taproom@|@пивная@
@taproot@|@стержневой корень@
@taps@|@наливают@
@taps/is tapping@|@постукивает (verb: ia/pres/3ps)@
@tapster@|@буфетчик@
@tar@|@деготь@
@taradiddle@|@ложь@
@tarantula@|@тарантул@
@tarboosh@|@феска@
@tardy@|@медлительный@
@target@|@цель@
@tariff@|@тариф@
@tarmac@|@гудронированное шоссе@
@tarnish@|@тусклость@
@tarpaulin@|@брезент@
@tarragon@|@полынь@
@tarry@|@вымазанный дегтем@
@tart@|@едкий@
@tartan@|@сделанный из шотландки@
@tartar@|@татарский@
@tartarus@|@тартар@
@task@|@задание, задача@
@tasking@|@управление задачами@
@taskmaster@|@бригадир@
@tassel@|@кисточка@
@taste@|@вкус, пробовать (verb)@
@tasteful@|@обладающий вкусом@
@tasteless@|@безвкусный@
@taster@|@дегустатор@
@tasting@|@проба@
@tasty@|@вкусно, вкусный@
@tat@|@плести кружево@
@tatar@|@мегера@
@tatter@|@лохмотья@
@tatterdemalion@|@оборванец@
@tattered@|@оборванный@
@tatters@|@лохмотья@
@tatting@|@плетеное кружево@
@tattoo@|@сигнал вечерней зари@
@taught/had taught/has taught@|@научил (verb: pa/past/masc), научила (verb: pa/past/fem), научило (verb: pa/past/neu)@
@taught/had taught/have taught@|@научили (verb: pa/past/plu)@
@taunt@|@насмешка@
@taupe@|@серо-коричневый@
@taurus@|@телец@
@taut@|@очень высокий@
@tauten@|@туго натягивать@
@tautologize@|@повторяться@
@tautology@|@тавтология@
@tavern@|@таверна@
@taw@|@шарики@
@tawdry@|@мишурный@
@tawny@|@рыжевато-коричневый@
@tax@|@налог@
@taxable@|@облагаемый налогом@
@taxation@|@обложение налогом@
@taxi@|@такси@
@taxicab@|@такси@
@taxidermy@|@набивка чучел@
@taxiing@|@выруливает@
@taximeter@|@таксометр@
@taxing@|@налоговый@
@taxis@|@выруливает@
@taxpayer@|@налогоплательщик@
@taxying@|@рулежка@
@tea@|@чай@
@teacake@|@булочка или кекс к чаю@
@teach/am teaching@|@учу (verb: ia/pres/1ps)@
@teach/are teaching@|@учат (verb: ia/pres/3pp), учим (verb: ia/pres/1pp), учите (verb: ia/pres/2pp), учишь (verb: ia/pres/2ps)@
@teachable@|@усваиваемый@
@teacher@|@учитель@
@teachers@|@учителях@
@teaches/is teaching@|@учит (verb: ia/pres/3ps)@
@teaching@|@обучение@
@teacup@|@чайная чашка@
@teahouse@|@кафе@
@teak@|@тик дерево@
@teakettle@|@чайник@
@team@|@команда@
@teammate@|@игрок той же команды@
@teamster@|@водитель грузовика@
@teamwork@|@согласованная работа@
@teapot@|@чайник@
@tear@|@слеза@
@teardrop@|@слеза@
@tearful@|@плачущий@
@tearing@|@разрывающий@
@tearoom@|@кафе-кондитерская@
@tease@|@дразнить@
@teasel@|@ворсить@
@teaser@|@задира@
@teashop@|@кафе@
@teaspoon@|@чайная ложка@
@teat@|@сосок@
@technical@|@технический@
@technicality@|@техническая сторона дела@
@technician@|@специалист@
@techniology@|@техника@
@technique@|@способ, техника@
@techniques@|@техника@
@technological@|@технологический@
@technologist@|@технолог@
@technology@|@технология@
@techy@|@обидчивый@
@tectonic@|@тектонический@
@ted@|@ворошить@
@tedder@|@сеноворошилка@
@tedium@|@скука@
@tee@|@тройник@
@teem@|@кишеть@
@teeming@|@переполненный@
@teen@|@подросток@
@teenage@|@юношеский@
@teenager@|@подросток@
@teener@|@подросток@
@teens@|@возраст от тринадцати@
@teeny@|@крошечный@
@teeter@|@детские качели@
@teeth@|@зубам (noun: masc/inan/dc/p), зубамы (noun: masc/inan/ic/p), зубах (noun: masc/inan/pc/p), зубоў (noun: masc/inan/gc/p), зубы (noun: masc/inan/ac/p), зубы (noun: masc/inan/nc/p)@
@teethe@|@прорезываться@
@teething@|@прорезывание зубов@
@teethridge@|@альвеолы@
@teetotaler@|@трезвенник@
@teetotum@|@вид волчка@
@teg@|@овца на втором году@
@tegmen@|@крыша@
@tegular@|@черепичный@
@tegument@|@оболочка@
@telangiectasis@|@телеангиэктазия@
@telecast@|@телевизионная передача@
@telecasting@|@телевизионный@
@telecommunication@|@дальняя связь@
@telefilm@|@телевизионный фильм@
@telegenic@|@телегеничный@
@telegram@|@телеграмма@
@telegraph@|@телеграф@
@telegraphic@|@телеграфный@
@telegraphy@|@телеграфия@
@telekinesis@|@телекинез@
@telemeter@|@телеметрическая система@
@telemetering@|@телеметрия@
@telencephalon@|@конечный мозг@
@teleology@|@телеология@
@telepathy@|@телепатия@
@telephone@|@звонить по телефону, телефон, телефона, телефонную, телефонный@
@telephone call@|@телефонный звонок@
@telephone handset@|@телефонная трубка, телефонную трубку, трубка@
@telephone receiver@|@телефонная трубка, трубка@
@telephony@|@телефония@
@telephotography@|@телефотография@
@teleprinter@|@телетайп@
@teleprocessing@|@телеобработка@
@telescope@|@телескоп@
@telescopic@|@телескопический@
@teletype@|@телетайп@
@televise@|@передавать телепрограмму@
@television@|@телевизионная, телевизионный@
@televisor@|@телевизор@
@telex@|@телекс@
@tell@|@заверять, поговорить (verb:pa/inf), рассказывать, сказать (verb: pa/inf), указывать@
@tell fortunes@|@предсказывать будущее@
@tell/am telling@|@говорю (verb: ia/pres/1ps)@
@tell/are telling@|@говорим (verb: ia/pres/1pp), говорите (verb: ia/pres/2pp), говоришь (verb: ia/pres/2ps), говорят (verb: ia/pres/3pp)@
@teller@|@рассказчик@
@telling@|@многозначительный@
@tells/is telling@|@говорит (verb: ia/pres/3ps)@
@tellurian@|@относящийся к земле@
@tellurium@|@теллур@
@telly@|@телевизор@
@telpher@|@тельферный@
@temblor@|@землетрясение@
@temerarious@|@безрассудный@
@temerity@|@безрассудство@
@temper@|@характер@
@temperament@|@темперамент@
@temperamental@|@темпераментный@
@temperate@|@умеренный@
@temperature@|@температура, температуры@
@tempered@|@отпущенный@
@tempering@|@отпуск металлов@
@tempest@|@буря@
@tempestuous@|@бурный@
@template@|@шаблон@
@temple@|@висок, храм@
@templet@|@шаблон@
@tempo@|@темп@
@temporal@|@временный@
@temporality@|@временный характер@
@temporary@|@временный@
@temporize@|@стараться выиграть время@
@tempt@|@искушать@
@temptation@|@соблазн@
@tempter@|@искуситель@
@tempting@|@заманчивый@
@temptress@|@искусительница@
@ten@|@десять@
@tenable@|@логичный@
@tenacious@|@цепкий@
@tenacity@|@цепкость@
@tenaculum@|@держатель@
@tenancy@|@наем помещения@
@tenant@|@житель@
@tenantry@|@арендаторы@
@tench@|@линь@
@tend@|@иметь тенденцию@
@tendency@|@тенденця@
@tendentious@|@тенденциозный@
@tender@|@нежный@
@tenderfoot@|@новоприбывший@
@tenderhearted@|@мягкосердечный@
@tenderize@|@разваривать@
@tenderloin@|@городской район@
@tendon@|@сухожилие@
@tendril@|@усик@
@tenebrous@|@темный@
@tenement@|@арендуемое помещение@
@tenet@|@догмат@
@tenia@|@ленточный червь@
@tennis@|@теннис@
@tenon@|@шип@
@tenor@|@тенор@
@tenpins@|@кегли@
@tense@|@время, натянутый@
@tension@|@напряжение@
@tensity@|@напряженное состояние@
@tensive@|@создающий напряжение@
@tensor@|@тензор@
@tent@|@палатка@
@tentacle@|@щупальце@
@tentative@|@пробный@
@tenth@|@десятый@
@tenuity@|@бедность@
@tenure@|@владение@
@tepid@|@тепловатый@
@teratism@|@уродство@
@tercel@|@сокол@
@tercentenary@|@трехсотлетний@
@tercentennial@|@трехсотлетие@
@tercet@|@терцет@
@terebinth@|@терпентинное дерево@
@terete@|@цилиндрический@
@tergiversate@|@быть отступником@
@term@|@срок@
@termagant@|@сварливый@
@terminable@|@ограниченный сроком@
@terminal@|@вокзал, заключительный, конечный@
@terminate@|@кончать@
@termination@|@окончание@
@terminology@|@терминология@
@terminus@|@конечная станция@
@termitary@|@термитник@
@termite@|@термит@
@termless@|@бессрочный@
@tern@|@три предмета@
@ternary@|@три, тройной@
@terrace@|@терраса@
@terrain@|@земной@
@terrapin@|@водяная черепаха@
@terraqueous@|@земноводный@
@terrene@|@земной@
@terrestrial@|@сухопутный@
@terrible@|@страшный@
@terrier@|@терьер@
@terrific@|@ужасающий@
@terrify@|@ужасать@
@territorial@|@территориальный@
@territory@|@земля, территория@
@terror@|@страх, террор@
@terrorism@|@терроризм@
@terrorist@|@террорист@
@terrorize@|@терроризировать@
@terry@|@махровая ткань@
@terse@|@сжатый@
@tertian@|@малярия@
@tertiary@|@третичный@
@tessellated@|@мозаичный@
@tessera@|@кубик@
@test@|@проверка@
@test; to verify; to inspect@|@проверить, проверять@
@testa@|@панцирь@
@testaceous@|@кирпичного цвета@
@testament@|@завещание@
@testate@|@умерший завещатель@
@testator@|@завещатель@
@testatrix@|@завещательница@
@tested@|@проверенный@
@tester@|@испытатель@
@testicle@|@яичко@
@testifies@|@показывает@
@testify@|@показываем, показываете, показываешь, показываю, показывают, свидетельствовать@
@testimonial@|@благодарственный@
@testimony@|@показание свидетеля@
@testing@|@испытательный@
@testy@|@вспыльчивый@
@tetanic@|@столбнячный@
@tetanus@|@столбняк@
@tetchy@|@обидчивый@
@tether@|@привязать@
@tetragon@|@четырехугольник@
@tetrahedron@|@четырехгранник@
@tetrameter@|@четырехстопный размер@
@tetravalent@|@четырехвалентный@
@tetter@|@экзема@
@teuton@|@тевтон@
@teutonic@|@германский язык@
@text@|@текст@
@textbook@|@учебник@
@textile@|@текстильный, ткань@
@textual@|@текстуальный@
@texture@|@строение, текстура@
@thaler@|@талер@
@thalia@|@талия@
@thallic@|@таллиевый@
@thallium@|@таллий@
@than@|@как (conj), чем (conj)@
@thane@|@глава клана@
@thank you@|@спасибо@
@thank/am thanking@|@благодарю (verb: ia/pres/1ps)@
@thank/are thanking@|@благодарим (verb: ia/pres/1pp), благодарите (verb: ia/pres/2pp), благодаришь (verb: ia/pres/2ps), благодарят (verb: ia/pres/3pp)@
@thanked/had thanked/has thanked@|@поблагодарило (verb: pa/past/neu)@
@thanked/had thanked/have thanked@|@поблагодарили (verb: pa/past/plu)@
@thanked/had thanked/have thanked/has thanked@|@поблагодарил (verb: pa/past/mas), поблагодарила (verb: pa/past/fem)@
@thankful@|@благодарный@
@thankless@|@неблагодарный@
@thanks@|@благодарность, спасибо@
@thanks/is thanking@|@благодарит (verb: ia/pres/3ps)@
@thanksgiving@|@благодарение@
@that@|@который (pron), та (pron: nc/mfn/dem), так, те (pron: ac/mipn/dem), те (pron: nc/mpn/dem), тем (pron: dc/mpn/dem), тем (pron: ic/mmn/dem), тем (pron: ic/mnn/dem), теми (pron: ic/mpn/dem), тех (pron: ac/mapn/dem), тех (pron: gc/mpn/dem), то (pron: ac/mnn/dem), то (pron: nc/mnn/dem), того (pron: ac/mamn/dem), того (pron: gc/mmn/dem), того (pron: gc/mnn/dem), той (pron: dc/mfn/dem), той (pron: gc/mfn/dem), той (pron: ic/mfn/dem), тому (pron: dc/mmn/dem), тому (pron: dc/mnn/dem), тот (pron: ac/mimn/dem), тот (pron: nc/mmn/dem), ту (pron: ac/mfn/dem), что (conj)@
@that (follows a preposition such as 'about'/'in'/'into'/etc.)@|@тех (pron: pc/mpn/dem - Follows a preposition such as о/обо/etc.)), той (pron: pc/mfn/dem - Follows a preposition such as о/обо/etc.), том (pron: pc/mmn/dem - Follows a preposition such as о/обо/etc.), том (pron: pc/mnn/dem - Follows a preposition such as о/обо/etc.)@
@that is@|@зто@
@thatch@|@соломенная крыша@
@thaumaturge@|@чудотворец@
@thaw@|@таять@
@the@|@определенный артикль@
@The Big Dipper@|@большая медведица@
@the difference is it implies falling as having either the beginning or the end of it. Since things usually fall fast@|@упасть@
@the main part@|@большинство (noun)@
@the same@|@такой же (adj)@
@the same way@|@так же, таким же образом@
@the smallest@|@наименьшее@
