@English@|@Slovak@
@this@|@tento, toto@
@this kind of@|@takýto@
@this time@|@tentoraz@
@this week@|@tento týždeň@
@thorn@|@tŕň@
@thorough@|@dokonalý@
@those@|@tamtí, tamtie, tie@
@though@|@avšak, však@
@thought@|@myšlienka@
@thoughtful@|@ohľaduplný, zádumčivý@
@threat@|@hrozba@
@three@|@tri@
@three hundred@|@tristo@
@three times@|@trikrát@
@thrilling@|@vzrušujúci@
@throat@|@hrdlo, hrtan@
@through@|@cez@
@throw@|@hodiť@
@thrust out@|@otáčať@
@thunder@|@hrom@
@Thursday@|@štvrtok@
@thus@|@tak, takto, teda@
@ticket@|@lístok, preukaz@
@tight@|@napnutý, tesný@
@till then@|@dovtedy@
@time@|@čas@
@timeless@|@nekonečný@
@times@|@krát@
@timid@|@nesmelý@
@tin@|@plechovka@
@tipsy@|@opitý@
@tire@|@pneumatika@
@tired@|@unavený@
@to@|@do, k, ku, na@
@to be enough@|@stačiť@
@to combat@|@bojovať@
@to excess@|@priliš@
@to my knowledge@|@podľa môjho vedomia@
@to my mind@|@podľa môjho vkusu@
@to whom@|@komu@
@toast@|@hrianka, opekaný chlieb@
@today@|@dnes@
@toe@|@prst (na nohe)@
@together@|@dokopy, spolu@
@tolerance@|@tolerancia, znášanlivosť@
@tomatoes@|@paradajky@
@tomb@|@hrobka@
@tomorrow@|@zajtra@
@tongue@|@jazyk@
@tonight@|@dnes v noci, dnes večer@
@too@|@priliš, príliš, tiež@
@too many@|@príliš veľa, priveľa@
@too much@|@príliš veľa, priveľa@
@tooth@|@zub@
@top@|@vrchol@
@topic@|@predmet@
@torch@|@fakľa@
@torment@|@trýzniť@
@torture@|@trýzniť@
@touch@|@dotknúť (sa), dotyk, hmat@
@touchy@|@nedotklivý@
@tough@|@tuhý@
@tour@|@cestovať, túra, turné@
@tourist@|@turista@
@towards@|@proti@
@towards north@|@severne@
@towel@|@uterák@
@tower@|@veža@
@town@|@mesto@
@toy@|@hračka@
@trace@|@stopa@
@trade@|@obchodovať@
@train@|@vlak@
@tram@|@električka@
@tramp@|@tulák@
@transaction@|@transakcia@
@transparent@|@jasný, priehľadný@
@transport@|@transport, transportovať@
@travel@|@cestovať@
@travel agency@|@cestovná kancelária@
@traveller@|@cestovateľ@
@travelling expenses@|@cestovné výdavky@
@treatise@|@rozprava@
@tree@|@strom@
@tremendous@|@nehorázny@
@tribe@|@čelaď, kmeň@
@trick@|@vtip@
@trickery@|@chytráctvo@
@trip@|@cesta@
@triple@|@trojitý@
@trouble@|@obtiaž@
@trousers@|@nohavice@
@truck@|@kamión@
@true@|@pravda, pravdivý, Skutočne@
@truly@|@naozaj@
@trunk@|@kmeň, trup@
@trust (n.)@|@dôvera@
@trust (v.)@|@dôverovať, dufať@
@trustworthy@|@dôveryhodný@
@try@|@pokúsiť sa, skúsiť@
@tub@|@kaďa@
@Tuesday@|@utorok@
@tug@|@ťahať@
@tulip@|@tulipán@
@tunnel@|@tunel@
@turn@|@obrátiť, otáčať, otočiť@
@tweezers@|@pinzeta@
@twelfth@|@dvanásty@
@twelve@|@dvanásť@
@twenty@|@dvadsať@
@twenty eight@|@dvadsať osem@
@twenty first@|@dvadsiaty prvý@
@twenty five@|@dvadsať päť@
@twenty four@|@dvadsať štyri@
@twenty nine@|@dvadsať deväť@
@twenty one@|@dvadsať jeden@
@twenty seven@|@dvadsať sedem@
@twenty six@|@dvadsať šesť@
@twenty three@|@dvadsať tri@
@twenty two@|@dvadsať dva@
@twentyth@|@dvadsiaty@
@twist@|@stočiť (sa)@
@two@|@dva@
@two hundred@|@dvesto@
@twohundred-fifty@|@dvestopäťdesiat@
@type@|@písmo@
@typewriter@|@písací stroj@
@ugly@|@škaredý@
@ulcer (stomach u.)@|@žalúdočný vred@
@umbrella@|@dáždnik@
@unaware@|@neočakávane@
@unbelieveable@|@neuveriteľný@
@uncalled for@|@nepotrebný, nežiadúci@
@uncertain@|@neistý@
@uncertainty@|@neistota@
@uncle@|@strýko, ujec, ujo@
@under@|@pod@
@understand@|@chápať, pochopiť, rozumieť@
@understanding@|@ohľaduplný, porozumenie@
@unemployed@|@nezamestnaný@
@unexpected@|@neočakávaný, nepredvídaný@
@unfair@|@nenáležitý@
@unforeseen@|@nepredvídaný@
@unfortunate@|@nešťastný@
@unfortunately@|@bohužiaľ, nanešťastie@
@ungrateful@|@nevďačný@
@university@|@univerzita@
@unkind@|@nevľúdný@
@unknown@|@neznámy@
@unlimited@|@nekonečný, neobmedzený@
@unlucky man@|@smoliar@
@unmarried@|@slobodný@
@unnatural@|@neprirodzený@
@unoccupied@|@nečinný@
@unpardonable@|@neodpustiteľný@
@unpleasant@|@nepríjemný, nesympatický@
@unplug@|@odpojiť@
@unreal@|@neskutočný@
@unsightly@|@škaredý@
@unstable@|@vrtkavý@
@until@|@až do, kým@
@until now@|@doteraz@
@until then@|@dovtedy@
@untouched@|@nedotknutý@
@untrue@|@lživý@
@untruth@|@nepravda@
@unused@|@nepoužitý@
@unusual@|@neobvyklý@
@unwilling@|@neochotný@
@unworthy@|@nehodný@
@up@|@hore@
@upbringing@|@výchova@
@update@|@modernizovať@
@update (v.)@|@aktualizovať@
@upkeep@|@údržba@
@uplift@|@zlepšenie@
@uppermost@|@najvyššie, vrchný@
@upset@|@zmariť@
@upside down@|@hore nohami@
@upside-down@|@naruby@
@urge@|@naliehať, túžba (n.)@
@us@|@nám, nás@
@usage@|@použitie@
@use@|@použiť@
@useful@|@užitočný@
@useless@|@márny, nanič@
@uselessness@|@márnosť@
@usually@|@obvykle, zvyčajne@
@utterly@|@načisto@
@V.A.T.@|@Daň z Pridanej Hodno (DPH)@
@vacation@|@dovolenka@
@vagabond@|@tulák@
@vain@|@márny@
@valid@|@správny@
@valuable@|@cenný@
@vampire@|@upír@
@vanity@|@márnosť@
@vat@|@kaďa@
@VAT@|@DPH@
@vengeance@|@pomsta@
@verb@|@sloveso@
@verbal@|@doslovný@
@verbatim@|@doslovný@
@vertebra@|@stavec@
@very@|@veľmi@
@very much@|@veľmi veľa@
@vice@|@neresť@
@vicious@|@nerestný, zlostný@
@victim@|@obeť@
@view@|@názor, pohľad@
@vigilant@|@ostražitý@
@village@|@dedina@
@violence@|@neúcta@
@Virgin Mary@|@Panna Mária@
@vision@|@zjavenie@
@visionary@|@snilko@
@visit@|@návšteva, navštíviť, navštíviť@
@visiting card@|@vizitka@
@vixen@|@líška@
@voice@|@hlas@
@void@|@márny@
@volatile@|@rozmarný@
@voracious@|@pažravý@
@voraciousness@|@hltavosť@
@vow (n.)@|@sľub@
@vow (v.)@|@sľubiť@
@wackiness@|@pochabosť@
@waffle@|@oplátka@
@wail@|@bedákanie@
@waist@|@pás@
@wait@|@čakať, počkaj !@
@wait to see (something)@|@dočkať sa@
@waiter@|@čašník@
@waitress@|@čašníčka, servírka@
@wake@|@nespať, zobudiť@
@wake up@|@prebudiť sa@
@walk@|@chodiť, chôdza, kráčať@
@walking-stick@|@palica@
@wall@|@stena@
@wall paper@|@zvislý@
@wallet@|@náprsná taška, peňaženka@
@wand@|@palica@
@want@|@chcieť@
@wanted@|@hľadaný@
@war@|@bojovať@
@ward@|@oddelenie@
@warn@|@varovať@
@wary@|@obozretný@
@wash@|@prať, umyť sa@
@waste@|@odpad, zbytky, zbytočný@
@water@|@voda@
@water-colour (painting)@|@akvarel@
@waterman@|@prievozník@
@water-melon@|@dyňa@
@wave@|@mávať@
@way@|@cesta, spôsob@
@WC@|@WC@
@we@|@my@
@we are@|@my sme, sme@
@we can@|@môžeme@
@we do@|@robíme@
@we eat@|@jeme@
@we forget@|@zabudneme@
@we go@|@ideme, my ideme@
@we have@|@máme, my máme@
@we know@|@vieme@
@we live@|@bývame@
@we make@|@robíme@
@we must@|@musíme@
@we must not@|@nesmieme@
@we see@|@vidíme@
@we want@|@chceme@
@we wish@|@želáme (si)@
@we work@|@pracujeme, robíme@
@weariness@|@únava@
@weary@|@mdlý@
@weather@|@počasie@
@wedding@|@svadba@
@wedding ring@|@snubný@
@wedlock@|@manželstvo@
@Wednesday@|@streda@
@week@|@týždeň@
@week (last w.)@|@minulý týždeň@
@week (next w.)@|@budúci týždeň@
@week (this w.)@|@tento týždeň@
@week ago@|@pred týždňom@
@weekday@|@všedný deň@
@weekly@|@týždenne, týždenník, týždenný@
@weeks@|@týždne@
@weeks (in five w.)@|@za päť týždňov@
@weeks (in two w.)@|@za dva týždne@
@weeks (two weeks ago)@|@pred dvoma týždňami@
@weeks ago (two)@|@pred dvoma týždňami@
@weigh@|@vážiť@
@weird@|@čudný@
@welfare@|@dobro@
@well@|@dobre, dobrý, no (nože)@
@werewolf@|@vlkodlak@
@wet@|@mokrý@
@whale@|@veľryba@
@what@|@čo@
@What do you want?@|@Čo si želáte?@
@what if@|@čo keby@
@whatever@|@kadečo@
@wheel@|@koleso@
@when@|@až, keď, kedy@
@where@|@kde@
@where are you from?@|@odkiaľ si?@
@Where are you going?@|@Kam ideš?@
@whether@|@či@
@which@|@aký, ktorý@
@while@|@kým, zatiaľ čo@
@whim@|@rozmar@
@whimper@|@fňukanie, fňukať@
@whimsical@|@čudný, rozmarný@
@whine@|@bedákanie, fňukanie@
@whipped cream@|@šľahačka@
@whiskers@|@bokombrady@
@whisky (hot whisky)@|@hriate@
@whistle@|@pískať@
@white@|@biely@
@who@|@kto@
@whole@|@celý@
@why@|@prečo, však@
@wide@|@široký@
@wide open@|@dokorán@
@wife@|@manželka@
@wilderness@|@divočina@
@window@|@okno@
@wine@|@víno@
@winter@|@zima@
@wise@|@múdry@
@wish@|@želať@
@wit@|@vtip@
@witch@|@bosorka, čarodejnica@
@witch-hunt@|@honba za čarodejnica@
@with@|@s, so, u@
@with pleasure@|@s radosťou@
@withdraw@|@odtiahnuť, vziať späť@
@within@|@dnu@
@witness@|@svedok@
@wittiness@|@duchaplnosť@
@witty@|@duchaplný@
@wolf@|@vlk@
@woman@|@žena@
@wonder@|@byť zvedavý, div, zázrak@
@wood@|@drevo@
@word@|@slovo@
@word-order@|@slovosled@
@words@|@slová@
@work@|@práca, pracovať@
@worker@|@robotník@
@workshop@|@výrobňa@
@world@|@svet@
@worthless@|@nanič@
@would@|@by@
@wound@|@rana@
@wraith@|@zjavenie@
@wrap@|@baliť, ovinúť@
@wrathful@|@zlostný@
@wretched@|@zúfalý@
@wrinkle@|@vráska@
@write@|@písať@
@writer@|@spisovateľ@
@writing@|@písanie@
@writing desk@|@písací stôl@
@wrong@|@nesprávny@
@wrong side out (up)@|@naruby@
@wyvern@|@drak@
@yammer@|@fňukať@
@yawn@|@nuda, zívať@
@year@|@rok@
@year (last y.)@|@vlani@
@yearly@|@ročne@
@yearn@|@želať si@
@yearning@|@túžba (n.)@
@yellow@|@žltý@
@yeoman@|@farmár@
@yes@|@áno@
@yesterday@|@včera@
@yesterday morning@|@včera ráno@
@yet@|@avšak, až doteraz, ešte@
@yield@|@poskytovať@
@you@|@teba, tebe, vám, vás, vy, vy@
@you agree@|@súhlasíš@
@you are@|@ty si@
@You are@|@vy ste@
@you can@|@môžeš@
@You can@|@môžete@
@you can't@|@nemôžeš@
@you do@|@robíš@
@You do@|@robíte@
@you drink@|@piješ@
@you eat@|@ješ@
@You eat@|@jete@
@you forget@|@zabudneš@
@You forget@|@zabudnete@
@you go@|@ideš, ty ideš@
@You go@|@idete@
@you have@|@máš@
@You have@|@máte@
@you know@|@ty vieš@
@You know@|@vy viete@
@you live@|@bývaš@
@You live@|@bývate@
@you make@|@robíš@
@You make@|@robíte@
@you must@|@musíš@
@you must not@|@nesmieš@
@you see@|@vidíš@
@You see@|@vidíte@
@you want@|@chceš@
@You want@|@chcete@
@you wish@|@želáš (si)@
@you work@|@pracuješ, robíš@
@You work@|@pracujete, robíte@
@young@|@mladý@
@your@|@tvoj, váš@
@zoom@|@bzučanie@

